variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
fitted_heterogeneous,E72,2.74,630.1499855550757,675.2088475748018,296.422,655.7003744808426,12.927002783856,340.248193865651,2.9661247505845,0.9484974908213868,135.5093623572504,3.1240878609956755
fitted_heterogeneous,E72,8.220000000000002,635.213255760111,666.9771821381387,655.7003744808426,665.8810833947248,8.30872206926336,277.0564361080926,2.330990918087005,0.9028006172735665,3.9786660778965475,2.202303661635168
fitted_heterogeneous,E72,13.700000000000001,637.3095583124898,663.0297130145526,665.8810833947248,663.309206814959,8.255379710705302,276.2436866254609,2.322574881512292,0.9019791317361272,-1.0057836441709382,1.7832679185832152
fitted_heterogeneous,E72,19.180000000000003,637.5600697722264,659.6307865753198,663.309206814959,659.9884539804817,8.306463071984023,277.022067180897,2.3306351375690935,0.9027660294743718,-1.2978019932495568,1.5302396766663078
fitted_heterogeneous,E72,24.66,636.6417381990719,656.4048538735286,659.9884539804817,656.7502094673894,8.36316477424926,277.88340782053893,2.3395485975081893,0.9036288694180401,-1.2646547877921857,1.370245652164803
fitted_heterogeneous,E72,30.14,634.9763290447935,653.264530183985,656.7502094673894,653.5975185748739,8.4191194787849,278.7307021765391,2.348310593351907,0.9044695843147912,-1.2303890932227262,1.2679846897461173
fitted_heterogeneous,E72,35.620000000000005,632.8250161735513,650.1632299132183,653.5975185748739,650.4884780099646,8.474674342686303,279.56932275677053,2.356976832100825,0.9052938967018587,-1.2125297362733776,1.2021187541693585
fitted_heterogeneous,E72,41.1,630.3469619996511,647.0683655775207,650.4884780099646,647.3894744265058,8.530475502363595,280.4090663069644,2.365648545437682,0.9061116102678556,-1.2078019177655668,1.1593531570673634
fitted_heterogeneous,E72,46.580000000000005,627.6363154534604,643.9544183285524,647.3894744265058,644.2741172657815,8.587061441195779,281.25799639141263,2.3744088040204465,0.9069305047391992,-1.2133582215886813,1.1313909144939254
fitted_heterogeneous,E72,52.06,624.7454602289555,640.7991976989173,644.2741172657815,641.1197348151194,8.64490000305152,282.1230220448426,2.3833285346662945,0.9077569681731059,-1.2277240726241319,1.1130615400709114
fitted_heterogeneous,E72,57.54,621.6995350045747,637.5813419347903,641.1197348151194,637.9047624125029,8.704440191311262,283.0106841313047,2.392474649221711,0.9085967871146824,-1.250444857012488,1.1011409968507921
fitted_heterogeneous,E72,63.02,618.5054722886503,634.2784838492494,637.9047624125029,634.6068225897111,8.76615363211084,283.92777234146695,2.4019163914268087,0.9094557313415046,-1.2818125661108497,1.0935978348995967
fitted_heterogeneous,E72,68.50000000000001,615.1576574576195,630.8657525482201,634.6068225897111,631.2011768777687,8.830569861621914,284.88183737040924,2.4117305711755264,0.9103400027723484,-1.3227179539622234,1.0890969499058267
fitted_heterogeneous,E72,73.98000000000002,611.6415970643486,627.314378428939,631.2011768777687,627.6593060562835,8.898310455881306,285.8816732705815,2.422006457666146,0.9112566211277642,-1.3745974854560434,1.0866485262703856
fitted_heterogeneous,E72,79.46000000000002,607.936573127703,623.5902102465211,627.6593060562835,623.9474206920202,8.970126581867316,286.93783588253825,2.4328510026985386,0.912213803213457,-1.439456916313869,1.085321189024298
fitted_heterogeneous,E72,84.94000000000001,604.0180660203272,619.6519536913456,623.9474206920202,620.0247083621576,9.046944865088127,288.0632650157992,2.444395075498259,0.9132213864631197,-1.5199690615463775,1.0839518910135038
fitted_heterogeneous,E72,90.42000000000002,599.8607129330401,615.4489019565789,620.0247083621576,615.8410881392509,9.129927822146994,289.2740940087243,2.456801542860694,0.914291351532279,-1.6196587754670162,1.0807834445979558
fitted_heterogeneous,E72,95.90000000000002,595.4427286733508,610.9178427931835,615.8410881392509,611.3341597351066,9.22055788854083,290.5907649218367,2.4702763654139277,0.9154385140980983,-1.7432060833228995,1.072943567641081
fitted_heterogeneous,E72,101.38000000000001,590.7530847658667,605.9786771448489,611.3341597351066,606.4248879992559,9.320759063593833,292.03963013334726,2.485084490354694,0.9166814853961665,-1.8969221658045037,1.0556433561687142
fitted_heterogeneous,E72,106.86000000000001,585.8034005600894,600.5280445421013,606.4248879992559,601.0113259523604,9.433078852543396,293.6553285851235,2.501573365538796,0.9180440495376018,-2.0894864981799754,1.0209108588128086
fitted_heterogeneous,E72,112.34,580.6475909270247,594.4298804019076,601.0113259523604,594.9593104357889,9.560968190737787,295.48440807103214,2.5202086686008607,0.919557180892446,-2.333081499561474,0.955574138254097
fitted_heterogeneous,E72,117.82000000000002,575.4140942524683,587.5012780974461,594.9593104357889,588.0885083766003,9.709223407846803,297.59097942624146,2.5416298555022907,0.9212620363503624,-2.645128077111429,0.8380465602346238
fitted_heterogeneous,E72,123.30000000000003,570.3584388607826,579.4912363869303,588.0885083766003,580.1513829560959,9.88470177908691,300.06573816269014,2.566738336557396,0.9232144138328142,-3.0509132893395705,0.6332086654979995
fitted_heterogeneous,E72,128.78,565.948916149134,570.0488027035204,580.1513829560959,570.8015321279705,10.097510693730095,303.0406767578398,2.5968403076085496,0.9254913689739633,-3.5875021870292425,0.2842594162811023
fitted_heterogeneous,E72,134.26000000000002,563.0071906586769,558.6758271719791,570.8015321279705,559.5464419946529,10.363043018021843,306.7136556030021,2.6338832000285106,0.9282008901063022,-4.309405743687746,-0.30030851832051525
