variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
initial_heterogeneous,E80,2.74,844.2611445460693,867.1608412971375,296.5685,313.01477973569604,0.04069629322636655,1.2322961983086331,0.029246715471274092,0.028823169442317567,2.2784394436276485,0.5019613527834145
initial_heterogeneous,E80,8.220000000000002,806.3390520976054,832.8755127132293,313.01477973569604,328.0637375743387,0.04128397534018645,1.2354427055955959,0.02937531720810112,0.028948056438978995,2.0810297021456066,0.5816792166944764
initial_heterogeneous,E80,13.700000000000001,772.407129373107,801.1401108592657,328.0637375743387,341.8146013050858,0.04185276032531576,1.2384808531742406,0.029497711316890468,0.02906690020316265,1.898290887386641,0.6298269541766007
initial_heterogeneous,E80,19.180000000000003,741.8930524089321,771.8172374026663,341.8146013050858,354.36192411969785,0.042401087732067834,1.2414030802426788,0.029613834618719522,0.02917964161448702,1.7294222908629786,0.6559381350626519
initial_heterogeneous,E80,24.66,714.3289796552078,744.7525404167187,354.36192411969785,365.7950605348219,0.042928300587777905,1.2442066200547963,0.02972380962223802,0.02928640171623741,1.5735669699817219,0.6668844518923187
initial_heterogeneous,E80,30.14,689.3289863694193,719.7841628809607,365.7950605348219,376.1978895573447,0.043434443169885546,1.2468923953436706,0.02982788859691704,0.02938742733484117,1.4298475426730242,0.6675774691329869
initial_heterogeneous,E80,35.620000000000005,666.5716964579552,696.7497565028011,376.1978895573447,385.64873506996133,0.04392007662881202,1.2494640196559195,0.029926407418076378,0.029483046231094764,1.2973932773665757,0.6615030761830221
initial_heterogeneous,E80,41.1,645.7869315892044,675.4913856282485,385.64873506996133,394.22043493565604,0.04438612090082629,1.2519269470860597,0.030019749350906202,0.02957363193161571,1.175359415192958,0.6511216325358467
initial_heterogeneous,E80,46.580000000000005,626.7454278360594,655.8587218238968,394.22043493565604,401.980515954435,0.04483372571816386,1.2542877831614856,0.030108317911808898,0.029659577392408484,1.0629400319199578,0.6381634042133942
initial_heterogeneous,E80,52.06,609.2508714594883,637.7109296038338,401.980515954435,408.99143928003673,0.04526416961798539,1.2565537491362033,0.03019251741493408,0.029741276134309318,0.9593758262693776,0.6238444745240549
initial_heterogeneous,E80,57.54,593.1336757857129,620.9175990787847,408.99143928003673,415.31088861208025,0.04567878363148277,1.2587322804846537,0.030272739659275787,0.02981910934471079,0.8639581162482178,0.609023598584136
initial_heterogeneous,E80,63.02,578.2460590888146,605.3590179546435,415.31088861208025,420.9920804925005,0.04607889540037139,1.260830735781765,0.030349355292558187,0.029893437520660336,0.7760301309413953,0.5943160583389693
initial_heterogeneous,E80,68.50000000000001,564.4580907671863,590.9260102283428,420.9920804925005,426.08408194513504,0.04646578936268607,1.262856191937281,0.03042270858360514,0.029964595419819492,0.6949864676155688,0.5801767945885505
initial_heterogeneous,E80,73.98000000000002,551.654453986971,577.5195110774499,426.08408194513504,430.6321254259307,0.04684067899467165,1.2648153038824357,0.03049311456505921,0.03003288931034675,0.6202713806275232,0.5669620514232975
initial_heterogeneous,E80,79.46000000000002,539.7317322452336,565.0500002795252,430.6321254259307,434.6779146992513,0.047204687626301346,1.266714209870532,0.030560857727384635,0.030098595724171263,0.5513763966289715,0.5549764353116714
initial_heterogeneous,E80,84.94000000000001,528.596069621501,553.4368803168682,434.6779146992513,438.25991800041515,0.04755883490189759,1.2685584666879999,0.030626191631354795,0.030161961099402536,0.4878376143942527,0.5445105704424483
initial_heterogeneous,E80,90.42000000000002,518.1610837452151,542.6078588976249,438.25991800041515,441.4136468797423,0.04790402644578069,1.270353001817214,0.030689338952637826,0.030223201840022786,0.42923294515688715,0.535873311340821
initial_heterogeneous,E80,95.90000000000002,508.3459297545793,532.4983772251013,441.4136468797423,444.17192062950016,0.04824104467450549,1.2721020717391487,0.030750491579337885,0.03028250442527013,0.3751794757861146,0.5294216485538428
initial_heterogeneous,E80,101.38000000000001,499.07342503046215,523.0511132735186,444.17192062950016,446.5651173276856,0.04857053895746562,1.2738092170476214,0.03080981045537081,0.030340025271124258,0.32533108709472625,0.5255909262877971
initial_heterogeneous,E80,106.86000000000001,490.26814989701427,514.2155821423016,446.5651173276856,448.6214134205013,0.04889301346492182,1.2754772058704738,0.03086742490404916,0.030395890086647996,0.279376428207424,0.524927714816699
initial_heterogeneous,E80,112.34,481.85443999660333,505.947852156661,448.6214134205013,450.3670145143637,0.04920881106001617,1.2771079572830741,0.030923431181377976,0.030450192482675244,0.2370373313441586,0.5281275945484638
initial_heterogeneous,E80,117.82000000000002,473.7541826293773,498.2103949821063,450.3670145143637,451.8263807460464,0.049518091492197255,1.278702435980495,0.030977890000358693,0.03050299158243426,0.19806774673862415,0.5360801747718206
initial_heterogeneous,E80,123.30000000000003,465.8843229529263,490.97209013128446,451.8263807460464,453.022450821376,0.04982080193511802,1.2802605084595802,0.031030822737897062,0.030554308354944455,0.16225328281999624,0.5499238565496106
initial_heterogeneous,E80,128.78,458.15397778919026,484.20840861929804,453.022450821376,453.9768696268373,0.05011663758175191,1.2817807493491942,0.031082205985363775,0.030604120343061977,0.12941145118665917,0.5711131237959625
initial_heterogeneous,E80,134.26000000000002,450.4610467879183,477.90180713148646,453.9768696268373,454.7102252899561,0.05040498956232829,1.283260184308088,0.031131964032232545,0.030652354388650434,0.09939273894162642,0.6015014667310143
