variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
initial_heterogeneous,E67,2.74,1285.5460147711324,1434.5278180190833,296.33849999999995,338.3743600223482,0.09597480531997328,3.9023171621949113,0.03763148702094516,0.03693222151786479,14.332532328053793,3.265681127195084
initial_heterogeneous,E67,8.220000000000002,1218.677756611772,1330.6139151558168,338.3743600223482,375.42591605628354,0.09905984053115059,3.9212931013551118,0.0380563863586367,0.037341341455543436,12.552782912633884,2.45364059528546
initial_heterogeneous,E67,13.700000000000001,1153.8212775535665,1240.2884188641551,375.42591605628354,408.03695029736144,0.10188872057562214,3.9382730142842286,0.038435896977834935,0.03770661132284333,10.98664723668487,1.8953597375281035
initial_heterogeneous,E67,19.180000000000003,1092.1141056424815,1160.8618457916928,408.03695029736144,436.673030611808,0.1045232518348347,3.9537820880978565,0.038780505421374456,0.03803816861774089,9.599412302288323,1.5069504640707112
initial_heterogeneous,E67,24.66,1034.262561681442,1090.6873259192578,436.673030611808,461.74866947640675,0.10699042638961882,3.968081745521951,0.03909548307012392,0.03834111738002734,8.368311580999531,1.2368308320929198
initial_heterogeneous,E67,30.14,980.6611738842846,1028.5911624134087,461.74866947640675,483.63924884996754,0.10930258426431523,3.981316394290986,0.03938391612544665,0.03861845159161996,7.276069845374402,1.0506253485584005
initial_heterogeneous,E67,35.620000000000005,931.4617333901074,973.6270952402272,483.63924884996754,502.68624051447034,0.11146707003480252,3.993581444685029,0.039648075211182,0.03887237572283061,6.308100994305436,0.9242647317546256
initial_heterogeneous,E67,41.1,886.6268029114078,924.9690102309185,502.68624051447034,519.199564035094,0.1134908987153759,4.004956076863919,0.03989002826545789,0.03910489535652129,5.451295338591394,0.8404611844436732
initial_heterogeneous,E67,46.580000000000005,845.9790883712072,881.868617180661,519.199564035094,533.4589979006013,0.1153826368171275,4.015517552063517,0.0401118646196605,0.03931803318157344,4.693564278316276,0.786698471503226
initial_heterogeneous,E67,52.06,809.2472361013698,843.6424922712173,533.4589979006013,545.7155446632668,0.11715273512684235,4.0253456448304235,0.04031572549186801,0.03951385868398601,4.023728173313775,0.7539440152430567
initial_heterogeneous,E67,57.54,776.1053287764121,809.6701412537998,545.7155446632668,556.1930748961244,0.11881311836622595,4.034522296594172,0.04050375482229296,0.039694441272076504,3.4315281502215216,0.7357406895043386
initial_heterogeneous,E67,63.02,746.2039311477349,779.3942739331342,556.1930748961244,565.090273539706,0.12037653467206139,4.043129508073844,0.04067803295885924,0.039861786952615594,2.9076545279566215,0.7275323138559516
initial_heterogeneous,E67,68.50000000000001,719.1922593613141,752.3198489072446,565.090273539706,572.5827866278462,0.1218559354045182,4.051247064722122,0.040840521820901136,0.04001778604385597,2.4437499511313843,0.7261567628467968
initial_heterogeneous,E67,73.98000000000002,694.7324518687841,728.0111702882,572.5827866278462,578.8254402357088,0.12326399670170664,4.058950772061129,0.040993030176516926,0.040164180189277886,2.032379511968505,0.7294695077535965
initial_heterogeneous,E67,79.46000000000002,672.5075910355303,706.0874416039388,578.8254402357088,583.9544230905193,0.12461280242106235,4.066311361594228,0.041137197835161884,0.04030254749781845,1.6669745937558686,0.736070324459516
initial_heterogeneous,E67,84.94000000000001,652.2251961094328,686.2174661826953,583.9544230905193,588.0893577782507,0.1259136653788111,4.073393987215894,0.04127449398348715,0.040434301216758534,1.3417608733613815,0.7451105600059138
initial_heterogeneous,E67,90.42000000000002,633.6176538212524,668.1141080062092,588.0893577782507,591.3352174236978,0.1271770503453353,4.080258151593384,0.04140622451070032,0.04056069698688143,1.0516798521533774,0.7561622757342544
initial_heterogeneous,E67,95.90000000000002,616.4406916589998,651.5289477034181,591.3352174236978,593.7840695976411,0.12841256315181157,4.0869578996376035,0.04153354405398922,0.04068284458470129,0.7923107554126458,0.7691345724936505
initial_heterogeneous,E67,101.38000000000001,600.4706536852027,636.2473967819884,593.7840695976411,595.5166464331506,0.12962897645235627,4.093542143142466,0.04165746964585784,0.040801721164898434,0.5597971611725083,0.7842262086815428
initial_heterogeneous,E67,106.86000000000001,585.5010585299622,622.0844049313304,595.5166464331506,596.6037508631956,0.1308342695541885,4.100055012350854,0.0417788938435516,0.04091818397549046,0.3507808055316494,0.8019069531179911
initial_heterogeneous,E67,112.34,571.3387113675782,608.8808123016729,596.6037508631956,597.1075152945699,0.13203566535177877,4.106536156317289,0.041898595946091396,0.04103298121450377,0.16234371903913605,0.8229228524753563
initial_heterogeneous,E67,117.82000000000002,557.799496225991,596.5003518153144,597.1075152945699,597.0825324845237,0.13323965122908177,4.1130209314532795,0.04201725036577959,0.041146760139298244,-0.008040931934987344,0.8483227545179689
initial_heterogeneous,E67,123.30000000000003,544.7038778628321,584.8272850610967,597.0825324845237,596.5768800961924,0.13445197286414431,4.1195404266342655,0.042135431468393526,0.04126007177665092,-0.16254933435299335,0.8795050857859614
initial_heterogeneous,E67,128.78,531.8720816437941,573.7646503609775,596.5768800961924,595.6330612368736,0.1356775904043686,4.126121274782422,0.04225361428227678,0.04137337166396897,-0.30303904250608477,0.9182851062806601
initial_heterogeneous,E67,134.26000000000002,519.1188878450677,563.2331069560191,595.6330612368736,594.2888838145763,0.13692058570684498,4.132785196047855,0.0423721704431763,0.04148701602000815,-0.4310727081254995,0.9669836829120563
