variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,active_flow_fraction
fitted_energy_accounting,E74,2.74,959.863622819761,967.577385942901,296.54699999999997,967.4751010297709,15.851031629445204,510.9591422145673,0.0,0.9998475703704741,128.25196035845036,124.90555059539759,10.98107684424531,-4.21254058989696,1.0
fitted_energy_accounting,E74,8.220000000000002,977.9774569333492,972.4414452265514,967.4751010297709,972.4367740909811,9.82471885062854,434.72648875436084,0.0,0.9990594418378443,1.0176613523639326,0.0,9.16324962499141,3.023255141329456,1.0
fitted_energy_accounting,E74,13.700000000000001,983.3373336727043,976.0401606654603,972.4367740909811,976.0301494506976,8.27695274328954,367.4503073517092,0.0,0.9972217205798686,0.7375957391727405,0.0,7.6463487944634085,3.9850377816635123,1.0
fitted_energy_accounting,E74,19.180000000000003,983.8855107969141,977.5696895961767,976.0301494506976,977.5617368935494,7.393713459902622,328.8860469293292,0.0,0.994834364890994,0.3145290020988009,0.0,6.380558456809132,3.449114620440676,1.0
fitted_energy_accounting,E74,24.66,981.9531121607085,977.0976930636853,977.5617368935494,977.1013498501748,6.798599408851811,302.5372429391415,0.0,0.9921197390114537,-0.09455487485399854,0.0,5.32430932921044,2.651578704279103,1.0
fitted_energy_accounting,E74,30.14,978.3450652626525,974.8719140977372,977.1013498501748,974.8959949442301,6.361005755265329,282.77267423407824,0.0,0.9891986811162653,-0.4528276864131763,0.0,4.442913582723306,1.8967124117622554,1.0
fitted_energy_accounting,E74,35.620000000000005,973.429942131031,971.1475978283848,974.8959949442301,971.1995478035637,6.021268787911567,267.06043941505624,0.0,0.986140749346088,-0.7585839371966142,0.0,3.707425674021545,1.2464043634131323,1.0
fitted_energy_accounting,E74,41.1,967.4327364076188,966.1480302102829,971.1995478035637,966.2339655250395,5.747520262565718,254.06550995415083,0.0,0.9829882182592091,-1.0182226703708392,0.0,3.0936917571034632,0.7015871392440207,1.0
fitted_energy_accounting,E74,46.580000000000005,960.5163686985507,960.0592990092873,966.2339655250395,960.1842254283689,5.520902063358691,243.00567412376236,0.0,0.9797679083132779,-1.2392710428881064,0.0,2.581556457094951,0.24960898950311836,1.0
fitted_energy_accounting,E74,52.06,952.8068296779047,953.0332837057704,960.1842254283689,953.2013496745817,5.329413536020382,233.3866196307574,0.0,0.9764973656154615,-1.4286846427593147,0.0,2.1542009561444986,-0.12366814600101704,1.0
fitted_energy_accounting,E74,57.54,944.402889173092,945.1921265101672,953.2013496745817,945.406867741855,5.164992179501047,224.8775161103575,0.0,0.973188257178065,-1.5925265367642087,0.0,1.7975906537701571,-0.43100809091711123,1.0
fitted_energy_accounting,E74,63.02,935.3812339002471,936.6325014885427,945.406867741855,936.8970634293739,5.021989469084102,217.24665075263042,0.0,0.9698483134629398,-1.7359953313009664,0.0,1.5000142625064625,-0.683326078383916,1.0
fitted_energy_accounting,E74,68.50000000000001,925.7999702389873,927.4293245254895,936.8970634293739,927.746659693753,4.89631460961689,210.32557952080688,0.0,0.96648247575424,-1.8635305845146348,0.0,1.2516992024873463,-0.8898018979378901,1.0
fitted_energy_accounting,E74,73.98000000000002,915.7013344467903,917.6388879899358,927.746659693753,918.0119295598917,4.784924786292284,203.98795992701682,0.0,0.963093589676654,-1.9789245486242262,0.0,1.0444906643017366,-1.0581116914408004,1.0
fitted_energy_accounting,E74,79.46000000000002,905.1138941669392,907.3014859650664,918.0119295598917,907.7333007481891,4.685507070739468,198.1364444354063,0.0,0.9596828292591603,-2.085422477733371,0.0,0.8715838003615837,-1.1946593506471639,1.0
