variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,active_flow_fraction
initial_energy_accounting,E76,2.74,1014.5074264020218,1065.0744576696084,296.4675,1051.9895441466638,5.1111055170975295,174.14227721575188,31.909133567240087,0.997455599470184,73.48164278358077,113.0628413354381,7.449448783151161,-12.132635331168268,0.9854832707210301
initial_energy_accounting,E76,8.220000000000002,1016.8635140498599,1047.2930076969667,1051.9895441466638,1036.4625605158465,3.6246159874091646,170.24197483873934,32.131967175019774,0.9955926514074093,-1.6273477679356076,0.0,5.983107254657376,-7.3010010767450195,0.9854832707210301
initial_energy_accounting,E76,13.700000000000001,1014.6587455224619,1033.21425696106,1036.4625605158465,1022.5837200535117,3.6244604524720128,168.40216525881274,31.923413942502144,0.9953888042932074,-1.4509805854144149,0.0,4.805398823829645,-4.452055974504862,0.9854832707210301
initial_energy_accounting,E76,19.180000000000003,1009.5064440488144,1021.0994711036985,1022.5837200535117,1010.6380602493504,3.6243196674192224,166.78764215066644,31.439570686446437,0.9952021331784922,-1.2460898091427954,0.0,3.8595092605248045,-2.781535045966523,0.9854832707210301
initial_energy_accounting,E76,24.66,1002.4011897305193,1009.9974840596371,1010.6380602493504,999.6942888309957,3.6242024110857987,165.35695677756624,30.780384506726524,0.9950303772689749,-1.1392892396002565,0.0,3.099807586876963,-1.8225920457087468,0.9854832707210301
initial_energy_accounting,E76,30.14,993.9765785355717,999.3572319848838,999.6942888309957,989.2079717491273,3.624097923617751,164.01757235764015,30.01081388823253,0.9948639576786044,-1.0895875421217398,0.0,2.4896447778838566,-1.2909894946856884,0.9854832707210301
initial_energy_accounting,E76,35.620000000000005,984.6464262269908,988.8687972904895,989.2079717491273,978.8727625225332,3.623999865248339,162.71613964506375,29.173614997160374,0.9946968373864876,-1.0718739232114214,0.0,1.9995857634147953,-1.0130807971545768,0.9854832707210301
initial_energy_accounting,E76,41.1,974.6866050544687,978.366536147971,978.8727625225332,968.5248285587834,3.6239046332438205,161.4231143128802,28.297255322729885,0.9945253048128315,-1.0711707286081034,0.0,1.605989441051764,-0.8829322363227159,0.9854832707210301
initial_energy_accounting,E76,46.580000000000005,964.2844031416342,967.7698461709653,968.5248285587834,958.0843673119973,3.6238102644242605,160.1230918967326,27.400894924964742,0.9943471106607629,-1.0786762215808072,0.0,1.2898681976836661,-0.836268378474927,0.9854832707210301
initial_energy_accounting,E76,52.06,953.5691683640677,957.0470769076582,958.0843673119973,947.5199620613205,3.623715762691565,158.8089151315619,26.497562321838107,0.9941609021907063,-1.089341329470739,0.0,1.0359719216498153,-0.8344606162708592,0.9854832707210301
initial_energy_accounting,E76,57.54,942.6317519165285,946.1936980201825,947.5199620613205,936.8270145035,3.6236206887305635,157.4780987234592,25.59620113199324,0.9939658603779175,-1.100381562510259,0.0,0.8320523169530972,-0.8546238935053138,0.9854832707210301
initial_energy_accounting,E76,63.02,931.537065896008,935.2192367689786,936.8270145035,926.0148378141513,3.6235249115177646,156.130678815446,24.70300241860841,0.9937614701640453,-1.1103638701851644,0.0,0.6682720290763212,-0.8834696304870435,0.9854832707210301
initial_energy_accounting,E76,68.50000000000001,920.3323302135836,924.1395776989792,926.0148378141513,915.0990464920835,3.6234284595383848,154.76793561840316,23.822281708901226,0.9935473759663229,-1.118649298965493,0.0,0.5367300778407139,-0.9134794785831325,0.9854832707210301
initial_energy_accounting,E76,73.98000000000002,909.0525980358725,912.9724998755997,915.0990464920835,904.0971449601885,3.6233314331607636,153.39164662006974,22.95706465926164,0.9933232906603325,-1.1250569896324778,0.0,0.4310807035528327,-0.9405088327949996,0.9854832707210301
initial_energy_accounting,E76,79.46000000000002,897.7245768259284,901.735115037205,904.0971449601885,893.0259949623337,3.6232339542070418,152.00365618556808,22.109486965104395,0.9930889369914185,-1.1296670548920575,0.0,0.34622723906811576,-0.9622553742901917,0.9854832707210301
initial_energy_accounting,E76,84.94000000000001,886.3694347912478,890.442344582988,893.0259949623337,881.9003105806192,3.623136137820534,150.60562553516655,21.281078572847846,0.9928440070112026,-1.1327126523421178,0.0,0.27807623974993956,-0.9772202955407144,0.9854832707210301
initial_energy_accounting,E76,90.42000000000002,875.0051170938782,879.1058399177181,881.9003105806192,870.7315933193133,3.623038077341824,149.19887282448659,20.47298172811331,0.9925881286204391,-1.134533159534584,0.0,0.2233400102244788,-0.983893524469947,0.9854832707210301
initial_energy_accounting,E76,95.90000000000002,863.6486608263665,867.7328648674742,870.7315933193133,859.5270330792858,3.6229398363351133,147.78423629476228,19.686142851072002,0.9923208290214188,-1.1355759943954835,0.0,0.1793780015578656,-0.9799301443390485,0.9854832707210301
initial_energy_accounting,E76,101.38000000000001,852.3191016692878,856.3246376413671,859.5270330792858,848.2878809512802,3.622841443921567,146.36189856493766,18.921518447151044,0.9920414825199301,-1.1364482465074608,0.0,0.14406942764331948,-0.9610551783819278,0.9854832707210301
initial_energy_accounting,E76,106.86000000000001,841.041864355279,844.8734520572506,848.2878809512802,837.0066261687557,3.6227428906206143,144.93109655857947,18.18034677342301,0.9917492233103425,-1.1380346727359383,0.0,0.11571095564233888,-0.9193194688731557,0.9854832707210301
initial_energy_accounting,E76,112.34,829.8561496531324,833.3574933450436,837.0066261687557,825.661913791247,3.622644122186608,143.48960304931168,17.4645649012428,0.991442789529679,-1.141720506910737,0.0,0.09293453493000146,-0.8400834519679389,0.9854832707210301
initial_energy_accounting,E76,117.82000000000002,818.8280152123892,821.7314871046239,825.661913791247,814.2093793234455,3.622545028475682,142.0327877755421,16.777505880285187,0.9911202366579814,-1.1497931012134317,0.0,0.07464140050274853,-0.696635036302004,0.9854832707210301
