variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,active_flow_fraction
fitted_energy_accounting,E68,2.74,1018.4100311525495,1022.1725581518282,298.7555,1021.7497776834762,18.11770414283862,603.5436978608991,0.0,0.9994155785192125,192.71575132846397,177.861902787786,15.636736821272487,-2.054742601247081,1.0
fitted_energy_accounting,E68,8.220000000000002,1044.107992463235,1033.1235008809988,1021.7497776834762,1033.0930465163904,11.19425944148817,517.2866613874913,0.0,0.9973223926695208,3.2574062381515185,0.0,13.048203272405189,5.998708530566785,1.0
fitted_energy_accounting,E68,13.700000000000001,1054.6636548554957,1042.3320315321537,1033.0930465163904,1042.2704785842361,9.416556953647497,438.4426575507964,0.0,0.9933376937171585,2.640075158647599,0.0,10.888180224814345,6.7343867007096225,1.0
fitted_energy_accounting,E68,19.180000000000003,1059.4888190428846,1048.910553074626,1042.2704785842361,1048.836077370977,8.400458674024557,393.39254183551003,0.0,0.9887839053979182,1.8912402781564739,0.0,9.085731279091675,5.776865850124244,1.0
fitted_energy_accounting,E68,24.66,1061.3449757551118,1052.9851086086774,1048.836077370977,1052.918796679736,7.714887333665579,362.6895864120129,0.0,0.9840174910377125,1.177086968162937,0.0,7.581662975024132,4.5653825659823974,1.0
fitted_energy_accounting,E68,30.14,1061.1855797852304,1054.8724804026272,1052.918796679736,1054.831817186208,7.210214289102659,339.6995811245557,0.0,0.9791863872627722,0.5518162580688754,0.0,6.3265808443102465,3.447628216310082,1.0
fitted_energy_accounting,E68,35.620000000000005,1059.4460152194915,1054.888992329936,1054.831817186208,1054.8875262037702,6.818010064978555,321.4462168687969,0.0,0.9743572806288587,0.01607200111957567,0.0,5.2792672678075485,2.4886224252538613,1.0
fitted_energy_accounting,E68,41.1,1056.3900675780642,1053.3078345092872,1054.8875262037702,1053.3559183398606,6.501689714110424,306.3632904417208,0.0,0.9695612563253435,-0.44181151828861426,0.0,4.405327865210069,1.6832292750597728,1.0
fitted_energy_accounting,E68,46.580000000000005,1052.2063378064393,1050.3542102486717,1053.3559183398606,1050.4598330452927,6.2395875581506965,293.5346844443133,0.0,0.9648124356491852,-0.8351005215270282,0.0,3.676061963814138,1.011459956730746,1.0
fitted_energy_accounting,E68,52.06,1047.0378417639322,1046.2093300095935,1050.4598330452927,1046.3788557517105,6.017909004798679,282.3821571307419,0.0,0.9601163107770831,-1.176078476701063,0.0,3.0675200519171044,0.4524561279161802,1.0
fitted_energy_accounting,E68,57.54,1040.9932164828676,1041.0157771317436,1046.3788557517105,1041.2545751665905,5.827384157962727,272.5188961434138,0.0,0.9554737023697858,-1.4755946044449695,0.0,2.559717263076388,-0.0123205298901578,1.0
fitted_energy_accounting,E68,63.02,1034.152397212257,1034.8824110303246,1041.2545751665905,1035.195394506583,5.661519694780014,263.67384258083314,0.0,0.9508827033382625,-1.743151834375316,0.0,2.135977061599436,-0.39866570838432674,1.0
fitted_energy_accounting,E68,68.50000000000001,1026.5702501561802,1027.8884412477385,1035.195394506583,1028.2805349974858,5.515616424576182,255.6495791339901,0.0,0.9463396389907566,-1.9871122404297483,0.0,1.7823835755186763,-0.7198734767692981,1.0
fitted_energy_accounting,E68,73.98000000000002,1018.2791637614718,1020.0866773613204,1028.2805349974858,1020.5632360354067,5.386184337635763,248.29747609131786,0.0,0.9418395223291559,-2.214909489756695,0.0,1.4873245913511133,-0.9870959588209203,1.0
fitted_energy_accounting,E68,79.46000000000002,1009.2909370433619,1011.5060448973472,1020.5632360354067,1012.0732402884751,5.270577699575892,241.50229769401338,0.0,0.9373762370163146,-2.4332407280132715,0.0,1.2411102023278155,-1.209686063332808,1.0
fitted_energy_accounting,E68,84.94000000000001,999.5981202698092,1002.153469485098,1012.0732402884751,1002.8186638822117,5.166758571820762,235.17227120385104,0.0,0.9329425638657572,-2.648232130487302,0.0,1.0356545862816062,-1.3954942767782772,1.0
fitted_energy_accounting,E68,90.42000000000002,989.1749110275721,992.0152272239585,1002.8186638822117,992.7873476685115,5.07313869879902,229.2324491308453,0.0,0.9285301086147286,-2.865577636902056,0.0,0.8642104625958243,-1.5511167603172495,1.0
fitted_energy_accounting,E68,95.90000000000002,977.9776986642863,981.0578537626786,992.7873476685115,981.9477803375387,4.988471090511765,223.6201300212249,0.0,0.9241291583418151,-3.090651134349128,0.0,0.7211475076276171,-1.682094480738206,1.0
fitted_energy_accounting,E68,101.38000000000001,965.9453709458188,969.2287005090537,981.9477803375387,970.2496804201854,4.911774220138845,218.28160643005964,0.0,0.9197284768316987,-3.328592183724347,0.0,0.6017674516407059,-1.7930494927494807,1.0
fitted_energy_accounting,E68,106.86000000000001,952.9995888622752,956.4562166458707,970.2496804201854,957.624315600315,4.842278334521717,213.16979104653555,0.0,0.9153150380820646,-3.5843669437415553,0.0,0.5021497849246395,-1.8876888763773667,1.0
fitted_energy_accounting,E68,112.34,939.0455718943703,942.6499858512898,957.624315600315,943.9845926577457,4.779387299033922,208.24243372719783,0.0,0.9108736865806801,-3.8628163298730365,0.0,0.4190230060006893,-1.968395950708673,1.0
fitted_energy_accounting,E68,117.82000000000002,923.9751742893714,927.7003205380221,943.9845926577457,929.2247450917035,4.722651974837327,203.46072700994256,0.0,0.9063866937082766,-4.168748664416016,0.0,0.3496571836313811,-2.0343287089889066,1.0
fitted_energy_accounting,E68,123.30000000000003,907.6786487231278,911.4762936654805,929.2247450917035,913.2186037346293,4.671753432839715,198.78810034647006,0.0,0.9018331218139702,-4.507311069226491,0.0,0.2917743043083125,-2.0739207582985166,1.0
fitted_energy_accounting,E68,128.78,890.0887545078334,893.8175130937761,913.2186037346293,895.8121838887258,4.626498376492231,194.18881529790977,0.0,0.8971876977498662,-4.885540979890212,0.0,0.2434734609781367,-2.0363014319289316,1.0
fitted_energy_accounting,E68,134.26000000000002,871.3452160618422,874.5014522762173,895.8121838887258,876.7941014194752,4.58684157328069,189.62514296782913,0.0,0.8924180931492653,-5.318466583063988,0.0,0.20316842616144992,-1.7236429161886964,1.0
