z_mm,solid_K,gas_in_K,gas_out_K,qsolar_W,qgas_W,qside_cavity_W,qcond_to_next_W,qrad_to_next_W,h_W_m2_K,Nu,beta_tr_1_m,ell_rad_m,k_rad_W_m_K,tau_cell,tau_channel
2.74,307.6092651819886,295.681,305.16352799730345,0.0,1.2518063129710342,-0.0022206620163136934,-1.3057391587566767,-0.0002653757345405577,63.62277475837662,3.61,1000.0,0.001,0.008802554068601993,5.48,1.5
8.220000000000002,308.06588967539574,305.16352799730345,307.4842613223672,0.0,0.3064421378260861,-0.0007152025024541358,-1.5986580299706228,-0.00032677773035172863,64.55565678972476,3.61,1000.0,0.001,0.008841812619733373,5.48,1.5
13.700000000000001,308.625392012305,307.4842613223672,308.3982149796566,0.0,0.12069251271699342,0.0011294381777723944,-1.706968823001321,-0.0003512017756449563,64.82498373161728,3.6100000000000003,1000.0,0.001,0.008890075070257134,5.48,1.5
19.180000000000003,309.2233395801197,308.3982149796566,309.0596400741479,0.0,0.08734806043419058,0.0031008301371459163,-1.7831173314388995,-0.00036940353013330523,64.96617884255012,3.61,1000.0,0.001,0.008941847588059298,5.48,1.5
24.66,309.8485564013351,309.0596400741479,309.6924995993372,0.0,0.08357831901509026,0.005162126947355379,-1.856729955260266,-0.000387423167606895,65.08623938596669,3.61,1000.0,0.001,0.008996195730779458,5.48,1.5
30.14,310.5002307914071,309.6924995993372,310.34091971535173,0.0,0.08563603403513641,0.007310652540347877,-1.9336921844754222,-0.00040650511012627305,65.20601364715527,3.609999999999999,1000.0,0.001,0.009053077672999016,5.48,1.5
35.620000000000005,311.1796197957744,310.34091971535173,311.01470041565085,0.0,0.08898832164964447,0.009550551308380706,-2.015360382454843,-0.00042697835761348055,65.3297290854035,3.61,1000.0,0.001,0.009112633464071937,5.48,1.5
41.1,311.8884663299572,311.01470041565085,311.717191608696,0.0,0.09278344752061482,0.011887569523915597,-2.1022421021831206,-0.0004490049339077811,65.45845071350733,3.6100000000000003,1000.0,0.001,0.009175049351496394,5.48,1.5
46.580000000000005,312.6287034230781,311.717191608696,312.4506149240063,0.0,0.09687247202122115,0.014328080250870559,-2.194698745161013,-0.0004727244883338089,65.5926576231594,3.6100000000000003,1000.0,0.001,0.009240532799776787,5.48,1.5
52.06,313.40240456331566,312.4506149240063,313.2170820581493,0.0,0.10124094954820881,0.016878919637000514,-2.293080185164045,-0.000498283089440006,65.7327349770838,3.6100000000000003,1000.0,0.001,0.009309308815709212,5.48,1.5
57.54,314.211781403814,313.2170820581493,314.01879494572256,0.0,0.10590088109550527,0.019547379350437932,-2.397751418520775,-0.0005258399947718159,65.87906856837385,3.6099999999999994,1000.0,0.001,0.00938162046129392,5.48,1.5
63.02,315.059191039352,314.01879494572256,314.85809130022534,0.0,0.11087029474781118,0.02234123057037119,-2.5090987829023024,-0.0005555703809452743,66.0320639018469,3.609999999999999,1000.0,0.001,0.0094577302972262,5.48,1.5
68.50000000000001,315.94714572120193,314.85809130022534,315.73746153580305,0.0,0.11616946794802842,0.025268756016263383,-2.6275323643937964,-0.0005876674965752845,66.19215105178884,3.6100000000000003,1000.0,0.001,0.009537922151771095,5.48,1.5
73.98000000000002,316.8783237066879,315.73746153580305,316.6595609719305,0.0,0.1218203067898038,0.028338785718100813,-2.7534877583663215,-0.0006223449316652128,66.35978692122718,3.609999999999999,1000.0,0.001,0.009622503117852782,5.48,1.5
79.46000000000002,317.8555810551885,316.6595609719305,317.62722189004865,0.0,0.12784632913606644,0.03156073590700038,-2.887427806199458,-0.0006598391754509283,66.53545710741416,3.61,1000.0,0.001,0.00971180578092661,5.48,1.5
84.94000000000001,318.8819644061941,317.62722189004865,318.6434663722209,0.0,0.1342727710320398,0.034944651143585324,-3.029844445881344,-0.0007004125412194495,66.71967779648035,3.6100000000000003,1000.0,0.001,0.009806190702811376,5.48,1.5
90.42000000000002,319.96072482981936,318.6434663722209,319.7115201795272,0.0,0.14112672769431867,0.038501249982171366,-3.1812607184359325,-0.000744356525570048,66.91299777560971,3.61,1000.0,0.001,0.009906049195031295,5.48,1.5
95.90000000000002,321.0953328621638,319.7115201795272,320.8348278139269,0.0,0.1484373141189221,0.042241974541314356,-3.342232949612397,-0.0007919956757201518,67.11600058962152,3.61,1000.0,0.001,0.01001180642134395,5.48,1.5
101.38000000000001,322.28949485308544,320.8348278139269,322.01706889758856,0.0,0.15623584414026057,0.04617904440129546,-3.513353118687041,-0.0008436920498538599,67.32930685856586,3.61,1000.0,0.001,0.01012392487539962,5.48,1.5
106.86000000000001,323.54717076771027,322.01706889758856,323.2621760132576,0.0,0.16455602934628144,0.05032551529447132,-3.6952514236960425,-0.000899850370594357,67.5535767720569,3.6100000000000003,1000.0,0.001,0.010242908286498298,5.48,1.5
