z_mm,solid_K,gas_in_K,gas_out_K,qsolar_W,qgas_W,qside_cavity_W,qcond_to_next_W,qrad_to_next_W,h_W_m2_K,Nu,beta_tr_1_m,ell_rad_m,k_rad_W_m_K,tau_cell,tau_channel
2.74,688.7175854548515,296.5685,650.9472330621309,73.9328,47.67991583828074,1.2320304043048318,18.998598675589903,0.22336727334807063,96.073344097242,3.61,300.316065975213,0.0033298251851851856,0.32896933358930147,1.6457320415441674,0.45047409896281954
8.220000000000002,678.136392213968,650.9472330621309,676.5501466854947,0.0,3.57858145701611,1.197144938758264,14.285378744332085,0.15806512646864768,120.8104701818131,3.61,302.79051740843613,0.0033026133333333334,0.31147224185447897,1.6592920353982301,0.4541857761126542
13.700000000000001,670.2414430699182,676.5501466854947,670.6012809728231,0.0,-0.8332726441699408,1.1711158350374764,13.957028365481888,0.14526795498847392,122.00620477027614,3.61,307.65724703737465,0.0032503703703703705,0.2959628148781789,1.6859617137648133,0.461485870556062
19.180000000000003,662.5793215986708,670.6012809728231,663.0448820205055,0.0,-1.0568845793610049,1.1458543481225565,13.874267048342602,0.1348975018225017,121.08767063967561,3.61,314.92374646352295,0.0031753718518518523,0.2793307123237208,1.725782130620106,0.4723856196952844
24.66,655.0133989091224,663.0448820205055,655.4886614012512,0.0,-1.055120646383867,1.120910021967126,13.814046256637129,0.12457118362389051,120.06281970512788,3.61,324.6865692318349,0.0030798933333333334,0.26175602822524335,1.7792823993904554,0.4870298538477523
30.14,647.5309993007444,655.4886614012512,648.0111769323195,0.0,-1.0424211313735725,1.0962410656593278,13.765336912044763,0.1143084149719886,119.03899861727484,3.6099999999999994,337.1305049665566,0.002966210370370371,0.24355334930075373,1.8474751672167304,0.5056957574498349
35.620000000000005,640.1256434849528,648.0111769323195,640.6108452799455,0.0,-1.0300026863300935,1.0718261174308326,13.728209286790463,0.10422333557966944,118.0210940795586,3.61,352.53490879007927,0.0028365985185185186,0.2250111361486529,1.9318913001696345,0.5288023631851189
41.1,632.7909398271969,640.6108452799455,633.2815858834265,0.0,-1.0184880431929486,1.047644104502623,13.703349621877956,0.09441441325137197,117.00857502809343,3.61,371.28712871287127,0.0026933333333333336,0.20638651979724854,2.0346534653465347,0.5569306930693069
46.580000000000005,625.5202631078656,633.2815858834265,626.0168392403674,0.0,-1.0079379949878318,1.0236731839818214,13.69150570626706,0.08496176277916953,116.00057778666373,3.6099999999999994,393.903885117786,0.0025386903703703704,0.1879076012758743,2.1585932904454674,0.590855827676679
52.06,618.3067378471919,626.0168392403674,618.8097854720717,0.0,-0.998382721034886,0.9998906878850469,13.693462166287134,0.07592954780364478,114.99617592993566,3.61,421.06234966514626,0.002374945185185185,0.1697758808316018,2.3074216761650015,0.6315935244977194
57.54,611.1432357926684,618.8097854720717,611.6533552534104,0.0,-0.9898507787961647,0.9762731148545989,13.71004536665066,0.06736836603063419,113.99439337640791,3.61,453.6436659247072,0.0022043733333333335,0.15216845849066915,2.485967289267396,0.6804654988870608
63.02,604.0223716723715,611.6533552534104,604.540226864752,0.0,-0.9823710393482659,0.952796116157459,13.742129294110029,0.05931737278369045,112.99420315402048,3.6100000000000003,492.7928138396664,0.0020292503703703705,0.1352400028313483,2.700504619841372,0.7391892207594996
68.50000000000001,596.9364969172881,604.540226864752,597.4628205688485,0.0,-0.97597305733433,0.9294344749882332,13.79064030477225,0.05180615329870117,111.99452499251737,3.61,540.0000000000001,0.0018518518518518515,0.11912450324519118,2.959200000000001,0.8100000000000002
73.98000000000002,589.8776921776821,597.4628205688485,590.4132917658051,0.0,-0.9706872362775745,0.9061620817961292,13.856560686894298,0.044856369205621825,110.99422254474011,3.61,597.2098356478532,0.0016744533333333334,0.10393682120917203,3.272709899350236,0.8958147534717799
79.46000000000002,582.8377594611328,590.4132917658051,583.3835237948007,0.0,-0.9665448722094641,0.882951908364609,13.940931318703166,0.03848320224509487,109.99210037469673,3.61,666.9644127551263,0.0014993303703703701,0.08977405509921502,3.6549649818980927,1.0004466191326895
84.94000000000001,575.8082145562312,583.3835237948007,576.3651210647619,0.0,-0.9635781028111801,0.8597759828328378,14.0448537199165,0.03269661339985766,108.98690080079602,3.61,752.5821931248552,0.0013287585185185182,0.07671673214415993,4.124150418324207,1.1288732896872828
90.42000000000002,568.7802802422059,576.3651210647619,569.3494030345131,0.0,-0.9618197855053459,0.8366053673082886,14.1694917221029,0.02750243083715217,107.97730065962769,3.61,858.3592748580845,0.0011650133333333335,0.06482984048371908,4.7038088262223035,1.2875389122871268
95.90000000000002,561.7448806675046,569.3494030345131,562.3273994462,0.0,-0.9613033215038241,0.8134101393333115,14.316072899274138,0.022903276049094284,106.96190803677743,3.61,989.7360703812323,0.0010103703703703698,0.05416371399525229,5.423753665689153,1.4846041055718484
101.38000000000001,554.6926372116875,562.3273994462,555.2898471472045,0.0,-0.9620624360673576,0.7901593782420819,14.485889833418723,0.01889933437899179,105.93925899823108,3.6100000000000003,1153.2626226729722,0.0008671051851851853,0.04475478257138357,6.319879172247888,1.7298939340094583
106.86000000000001,547.6138661131794,555.2898471472045,548.2271888047616,0.0,-0.9641309200463232,0.7668211573394622,14.680301244805527,0.015488973600635116,104.90781434863403,3.61,1355.9444605148983,0.0007374933333333328,0.03662620083221024,7.430575643621643,2.0339166907723474
112.34,540.498578137059,548.2271888047616,541.1295738110599,0.0,-0.9675423344481136,0.7433625428057266,14.900732985133708,0.012669212252388444,103.86595643959947,3.61,1603.0512596420563,0.0006238103703703705,0.029788368816107268,8.784720902838469,2.4045768894630846
117.82000000000002,533.3364805636712,541.1295738110599,533.9868616861966,0.0,-0.9723296776813609,0.7197496002528776,15.148678870204707,0.010436037977916826,102.81198605108449,3.6099999999999994,1892.7497868903954,0.0005283318518518516,0.024239358992914396,10.372268832159367,2.839124680335593
123.30000000000003,526.1169817937117,533.9868616861966,526.7886283053248,0.0,-0.9785250139820609,0.6959474099072941,15.42570130877518,0.00878457519905619,101.74411937065726,3.61,2205.8823529411784,0.00045333333333333293,0.019965264965553755,12.08823529411766,3.3088235294117676
128.78,518.8291988863591,526.7886283053248,519.5241753023511,0.0,-0.9861590607278439,0.6719200914624335,15.733431683555954,0.007709101117249801,100.66048509879236,3.6099999999999994,2493.203711364579,0.00040109037037037,0.016940488452233133,13.662756338277893,3.739805567046868
134.26000000000002,511.46196836336406,519.5241753023511,512.182543025891,0.0,-0.995260732891384,0.6476308396991696,NaN,NaN,99.55912171235843,3.61,2674.6655677423432,0.0003738785185185187,0.015127982545653697,14.657167311228042,4.011998351613515
