z_mm,solid_K,gas_in_K,gas_out_K,qsolar_W,qgas_W,qside_cavity_W,qcond_to_next_W,qrad_to_next_W,h_W_m2_K,Nu,beta_tr_1_m,ell_rad_m,k_rad_W_m_K,tau_cell,tau_channel
2.74,307.6112127378988,295.681,305.1650872450865,0.0,1.2520121912129423,-0.002215589775042105,-1.3061217800862954,-0.00010199309625158911,63.62295808642972,3.6100000000000003,2674.6655677423446,0.0003738785185185185,0.003291148384958627,14.657167311228049,4.011998351613517
8.220000000000002,308.0679724695829,305.1650872450865,307.4862440571091,0.0,0.30649808231362374,-0.0007096843898953627,-1.599123441465757,-0.0001386710898137604,64.55599763772187,3.6099999999999994,2493.2037113645765,0.0004010903703703704,0.0035464378284631127,13.66275633827788,3.739805567046865
13.700000000000001,308.6276395787797,307.4862440571091,308.4004120223054,0.0,0.12072082526003691,0.0011354995332177134,-1.7074565341182681,-0.00017148574378476818,64.82537896909074,3.61,2205.8823529411766,0.0004533333333333333,0.004030255414986563,12.088235294117649,3.308823529411765
19.180000000000003,309.22576016315816,308.4004120223054,309.06201803578745,0.0,0.08737196235480592,0.0031074619162888067,-1.7836093010128582,-0.00021197401260364274,64.96660988821633,3.6100000000000003,1892.7497868903945,0.0005283318518518518,0.0047243738398434175,10.372268832159362,2.839124680335592
24.66,309.8511519240182,309.06201803578745,309.6950538579268,0.0,0.08360161172240123,0.005169335490461347,-1.857215169240496,-0.0002629504071665448,65.08670330289023,3.61,1603.0512596420565,0.0006238103703703704,0.0056120612208147794,8.78472090283847,2.404576889463085
30.14,310.5029993323734,309.6950538579268,310.3436479267572,0.0,0.08565901902475505,0.0073184315128203455,-1.9341601068637464,-0.0003254763064740363,65.20650977684107,3.6100000000000003,1355.9444605148974,0.0007374933333333332,0.006676763024657936,7.430575643621639,2.033916690772346
35.620000000000005,311.1825557499517,310.3436479267572,311.01759764800335,0.0,0.08901065739882683,0.009558882230682556,-2.0157997492304385,-0.0004002534619707311,65.33025662609994,3.61,1153.2626226729722,0.0008671051851851853,0.007901835382673689,6.319879172247888,1.7298939340094583
41.1,311.8915601391484,311.01759764800335,311.72024922000327,0.0,0.09280464413398104,0.011896420883329055,-2.1026406679038296,-0.0004879140024283306,65.45900825049428,3.6099999999999994,989.7360703812316,0.0010103703703703705,0.0092704738841751,5.42375366568915,1.4846041055718473
46.580000000000005,312.6319412130433,311.72024922000327,312.45382005924006,0.0,0.0968919730934442,0.014337406304982273,-2.195043198783226,-0.0005890769744664907,65.59324299414565,3.6100000000000008,858.3592748580845,0.0011650133333333335,0.01076567840140864,4.7038088262223035,1.2875389122871268
52.06,313.4057677467904,312.45382005924006,313.2204172311079,0.0,0.10125814335369844,0.016888659104879095,-2.293356102440417,-0.0007043515550439829,65.7333451915033,3.6099999999999994,752.5821931248549,0.0013287585185185187,0.012370221623764508,4.124150418324206,1.1288732896872824
