z_mm,solid_K,gas_in_K,gas_out_K,qsolar_W,qgas_W,qside_cavity_W,qcond_to_next_W,qrad_to_next_W,h_W_m2_K,Nu,beta_tr_1_m,ell_rad_m,k_rad_W_m_K,tau_cell,tau_channel
2.74,689.1751086882981,296.5685,651.389531890236,73.9328,47.741218894731794,1.2335318399702135,19.145522424902172,0.0,96.10859547126543,3.61,1000.0,0.001,0.0,5.48,1.5
8.220000000000002,678.5084400418513,651.389531890236,676.9279442028011,0.0,3.569885042533581,1.1983645678969168,14.37448106091597,0.0,120.86559537946803,3.6100000000000003,1000.0,0.001,0.0,5.48,1.5
13.700000000000001,670.5619139787294,676.9279442028011,670.9247003651251,0.0,-0.8409539453420833,1.1721654186252803,14.03995664043377,0.0,122.05322967851318,3.61,1000.0,0.001,0.0,5.48,1.5
19.180000000000003,662.8522815602548,670.9247003651251,663.3204132373214,0.0,-1.0636520065416455,1.146747291388721,13.952686690051875,0.0,121.12799362332109,3.61,1000.0,0.001,0.0,5.48,1.5
24.66,655.2419027439241,663.3204132373214,655.71963697814,0.0,-1.061400737602269,1.121656396444318,13.887660382904503,0.0,120.0970532083759,3.6100000000000003,1000.0,0.001,0.0,5.48,1.5
30.14,647.7182135626684,655.71963697814,648.2007685062035,0.0,-1.0482382578255314,1.096851311257738,13.833884506996819,0.0,119.06753251834664,3.61,1000.0,0.001,0.0,5.48,1.5
35.620000000000005,640.2748240396636,648.2007685062035,640.7622947063173,0.0,-1.035349660578525,1.0723109685153738,13.791526774089206,0.0,118.04431706929202,3.61,1000.0,0.001,0.0,5.48,1.5
41.1,632.9053756907826,640.7622947063173,633.3981696669919,0.0,-1.0233626328787881,1.0480144047328726,13.761359085933105,0.0,117.02688774416879,3.6099999999999994,1000.0,0.001,0.0,5.48,1.5
46.580000000000005,625.6032283451625,633.3981696669919,626.1018216185239,0.0,-1.0123444220835418,1.023939727724108,13.744202506114112,0.0,116.01438740078953,3.61,1000.0,0.001,0.0,5.48,1.5
52.06,618.3614516459498,626.1018216185239,618.8663783173871,0.0,-1.0023306679590642,1.000064088579725,13.740904390275144,0.0,115.00589033050164,3.61,1000.0,0.001,0.0,5.48,1.5
57.54,611.1728294620115,618.8663783173871,611.6846848444083,0.0,-0.9933544005589029,0.9763636962122441,13.752344967264634,0.0,114.0004161592402,3.61,1000.0,0.001,0.0,5.48,1.5
63.02,604.0298614416611,611.6846848444083,604.549306486384,0.0,-0.9854481297648793,0.9528138224785929,13.779444688495827,0.0,112.99692937191287,3.61,1000.0,0.001,0.0,5.48,1.5
68.50000000000001,596.9247615669476,604.549306486384,597.4525279776151,0.0,-0.9786443569376582,0.9293887974136936,13.823170263705478,0.0,111.99433754512171,3.61,1000.0,0.001,0.0,5.48,1.5
73.98000000000002,589.8494546649125,597.4525279776151,590.3863506812248,0.0,-0.972975862558718,0.9060619977283181,13.884539369018164,0.0,110.99148910082224,3.61,1000.0,0.001,0.0,5.48,1.5
79.46000000000002,582.7955718131011,590.3863506812248,583.3424886890077,0.0,-0.9684758554306047,0.8828058316613759,13.964624331245155,0.0,109.98717073175142,3.61,1000.0,0.001,0.0,5.48,1.5
84.94000000000001,575.7544453971338,583.3424886890077,576.3123646164009,0.0,-0.9651780130589513,0.859591722685067,14.064555100974099,0.0,108.98010459805953,3.61,1000.0,0.001,0.0,5.48,1.5
90.42000000000002,568.7171044046029,576.3123646164009,569.2871056974368,0.0,-0.9631164382615347,0.8363900939891818,14.185521745917562,0.0,107.96894537005328,3.61,1000.0,0.001,0.0,5.48,1.5
95.90000000000002,561.6742704166752,569.2871056974368,562.2575406619816,0.0,-0.9623255500058134,0.8131703552656943,14.328776605289411,0.0,106.95227717221043,3.61,1000.0,0.001,0.0,5.48,1.5
101.38000000000001,554.6163546881008,562.2575406619816,555.2141978067759,0.0,-0.9628399192113031,0.7899008930817486,14.495636175540087,0.0,105.92861047036851,3.61,1000.0,0.001,0.0,5.48,1.5
106.86000000000001,547.5334566743013,555.2141978067759,548.1473046404752,0.0,-0.964694054793343,0.7665490660235722,14.687482749555453,0.0,104.89637893677455,3.61,1000.0,0.001,0.0,5.48,1.5
112.34,540.4153643570786,548.1473046404752,541.0467894775971,0.0,-0.9679221416959464,0.7430812057703152,14.905765798933876,0.0,103.85393632493727,3.61,1000.0,0.001,0.0,5.48,1.5
117.82000000000002,533.2515567283597,541.0467894775971,533.9022853671388,0.0,-0.9725577305461763,0.7194626252827854,15.152003065059192,0.0,102.79955338651204,3.61,1000.0,0.001,0.0,5.48,1.5
123.30000000000003,526.0312088083056,533.9022853671388,526.7031367625796,0.0,-0.9786333773175199,0.6956576353478082,15.427781305359803,0.0,101.73141486482717,3.61,1000.0,0.001,0.0,5.48,1.5
128.78,518.743199596197,526.7031367625796,519.4384093671963,0.0,-0.9861802307016055,0.6716295707917493,15.734756639015218,0.0,100.6476166035829,3.61,1000.0,0.001,0.0,5.48,1.5
134.26000000000002,511.3761233700174,519.4384093671963,512.0969036131202,0.0,-0.9952275654409486,0.6473408277344619,NaN,NaN,99.54616281390051,3.6100000000000003,1000.0,0.001,0.0,5.48,1.5
