case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.34,119.99379484405218,-21.477811628718563,4.17650484298986,0.13043106087143547,349.5215691018663,0.7072115585439146,0.569483036674241,57.54,41.1,-0.05492106461012068,-24.655177889501147,745.2587469858489,769.9139248753501,0.1602619834265274,80.91564430159755,9.39596481930203,50.94813146356624,1.0393943186912173,20.57154801872928,52.846058528752614,0.045675531907791965,3.802729816000583,48.315631725541465,253.23993118130633,340.4661695822084,-131.8887017799392,16.374820308280732
E68,12.499871559633025,90.475804403676,456000.0,1.34,102.93280798845377,-22.058006511171723,2.9076566129358756,0.08641979962230399,430.6643143122039,0.7629452216159778,0.6289189058488458,52.06,35.620000000000005,-0.04862579667226322,-24.954940979721982,811.9592454916723,836.9141864713943,0.1806896711240997,105.87152996648655,13.639375527687905,69.71187092633846,1.1225715544571218,22.520283512460185,60.23360506171849,0.051342047567657326,4.652671998915079,55.002194276342074,253.23993118130633,340.4661695822084,-125.86144333761717,22.96014401892137
E69,10.499733944954128,76.40842615027003,456000.0,1.34,88.41245441781447,-21.635838575638097,2.1295536947931266,0.061155092684912225,505.0716997570047,0.8058782163638498,0.6777709053593894,41.1,35.620000000000005,-0.04740092732681185,-26.657397136456325,859.119842302935,885.7772394393913,0.19737346250135387,129.65212159424823,18.554751618165124,87.79474268286783,1.1875819928635796,23.302627293215266,65.90431914873535,0.05576861781485543,5.194979904972223,60.30567127506444,253.23993118130633,340.4661695822084,-117.83441880420037,30.778990802563555
E70,9.107139705882352,65.86899555432916,456000.0,1.34,75.38913575986909,-20.681914285413136,1.6323492944004703,0.04582169489781124,561.8544841765472,0.8372960136215306,0.715573197490923,35.620000000000005,30.14,-0.049167725848924815,-28.83495122842089,885.500950360417,914.3359015888379,0.19525285411548515,137.63652870861452,23.4758214367342,91.20097457592544,1.1954383243894706,22.959732695954862,70.08920535236174,0.05908184283568015,6.127611340845079,63.49211857147882,253.23993118130633,340.4661695822084,-130.9730025895027,27.60667729997658
E71,7.126846153846151,51.309287635693515,456000.0,1.34,56.356788604343244,-18.36257379081501,1.05649570372068,0.02884434477037348,648.9431981296797,0.8821113538140463,0.774409302910573,2.74,24.66,-0.05572853005044094,-34.01206224450664,911.1003738475908,945.1124360920975,0.19998606370178157,154.8891078292031,33.308463839112434,99.70612399999825,1.1712467139210392,21.87451999009245,74.74005968672887,0.06292273442672414,7.368546191936408,66.90513005935735,253.23993118130633,340.4661695822084,-118.73371560640533,32.66692392502068
E72,18.707575757575754,136.25388763090646,304000.0,1.58,106.36647004989258,-15.343684301567386,5.884344382440251,0.20950767182617275,219.90486992397996,0.6365499067886566,0.4983953400512438,68.50000000000001,41.1,-0.06685780524311744,-20.23407072687428,599.0653585921106,619.2994293189848,0.13922718434870318,47.5080060463726,4.281445455820609,28.982160422051116,0.721490343140927,14.24440016850087,35.77495638343633,0.0315334206628752,2.564903315580113,32.5844131477961,253.23993118130633,340.4661695822084,-98.20951856285853,13.249843357067334
E73,13.170870967741934,95.78456031942005,304000.0,1.58,86.53011181719094,-16.887348420899762,3.2906048937543275,0.1082098908686255,319.9040277765461,0.7311532070018846,0.59379835694448,52.06,35.620000000000005,-0.05008799452759075,-19.69562994474279,690.2015737223825,709.8972036671253,0.1726985813871345,77.38577919208413,7.530436103204535,52.54772116338102,0.8618663620104156,17.307621925498577,45.9671607017005,0.03933057715210703,3.5974771727804815,41.9151373022455,253.23993118130633,340.4661695822084,-109.75813337095633,19.713858677017583
E74,9.023245901639344,65.6974650463822,304000.0,1.58,60.3956345148409,-16.0345318245337,1.6268054737241247,0.049928050846368706,451.64593500782007,0.8239041418387761,0.6982591046357569,35.620000000000005,30.14,-0.04916302365110192,-23.08752725883778,766.1586215854495,789.2461488442873,0.17970610120557973,102.51429799416206,14.437616631584834,70.13187490154336,0.9470479382825591,17.94480646103387,56.561411394603226,0.04764195386814811,5.261221013940785,50.850657421774265,253.23993118130633,340.4661695822084,-108.13337412176986,25.84019407199588
E75,6.944410852713178,50.53949993727276,304000.0,1.58,44.34239963700471,-14.217697059736132,1.0103854656228783,0.030072179944029137,533.9004463270821,0.8738607082689513,0.7624972342414058,2.74,24.66,-0.056199120848739924,-27.755023340717344,790.5798510067543,818.3348743474717,0.18219231572987413,116.29988590361688,21.314038895330768,77.85412513330859,0.9372747464100014,17.131721874977522,61.099147179677935,0.05139614958146881,6.363200161193909,54.27755001478335,253.23993118130633,340.4661695822084,-103.72224289481971,30.084883946283753
E76,4.526673611111114,32.965341158298585,304000.0,1.58,25.512620673735036,-10.67383973488381,0.49288458105612953,0.014342257299084192,629.7062764957337,0.9318745115406201,0.8504158446849404,2.74,13.700000000000001,-0.07167703754438413,-35.527988939746365,792.1351525274441,827.6631414671905,0.1908727573859963,134.9663197609071,33.72531755317604,86.21550070424301,0.8629192668928142,15.02550150348805,63.383825746585444,0.05367459196419141,7.433240476070685,55.55270987808496,253.23993118130633,340.4661695822084,-101.8339340736743,35.38223366947068
E77,13.84748387096774,100.66318456033584,256000.0,1.11,54.39170206021542,-9.320136499601379,3.8224824787947225,0.15073286382760098,173.1072783501902,0.6801809603776561,0.5399628963249967,52.06,35.620000000000005,-0.053486839770247416,-11.84993051051083,518.6855259815718,530.5354564920826,0.15042873863032424,38.07062181511381,2.6294431762653754,25.961826046372327,0.4808751585191762,9.479352592476111,26.21472673063699,0.022537931750676688,2.301824003977126,23.56488481726536,253.23993118130633,340.4661695822084,-47.75942146118217,12.754010045159873
