variant,simulation_id,phase,sensor,rmse_K,steady_error_K,t90_error_s,shape_loss
initial_active_etc,E67,heating,T8,132.24849003382295,-84.10680807029689,500.0,0.0003724928664692704
initial_active_etc,E67,heating,T12_wall,219.1737855656117,-166.4524535616116,800.0,0.0005828638497508787
initial_active_etc,E67,heating,T11_wall,151.403614995974,-119.4077482696714,550.0,0.000341974986817889
initial_active_etc,E67,heating,T9_active,147.45666431117183,-116.2149041066101,550.0,0.0005486345204357344
initial_active_etc,E67,heating,T10_active,52.65431739896663,-42.20356626467594,50.0,0.00013347623393235623
initial_active_etc,E67,heating,T3,49.78018036225483,-50.7095453445495,200.0,2.6578387091619282e-5
initial_active_etc,E67,heating,T2,3.4501359142059984,-6.638697993928588,0.0,2.5090444529920752e-5
initial_active_etc,E67,heating,T12_minus_T8,87.81268932368955,-82.34564549131471,0.0,0.0015231667268667695
initial_active_etc,E67,heating,T11_minus_T8,25.485002894259633,-35.30094019937451,0.0,0.0002620311716273427
initial_active_etc,E67,heating,T12_minus_T9,76.48236777936883,-50.2375494550015,0.0,0.0464222286828294
initial_active_etc,E67,heating,T11_minus_T10,99.47005146859439,-77.20418200499546,0.0,0.006069169845449883
initial_active_etc,E68,heating,T8,119.69176073379828,-81.66881086089518,600.0,0.0002111793622272726
initial_active_etc,E68,heating,T12_wall,195.73848951556508,-149.9748185510398,850.0,0.0003292964242487292
initial_active_etc,E68,heating,T11_wall,111.7826939727967,-83.07136635498728,450.0,0.0001758993169417353
initial_active_etc,E68,heating,T9_active,122.6442673280538,-94.4175860427705,600.0,0.00025818461672014566
initial_active_etc,E68,heating,T10_active,25.348439671366734,-8.849042618047633,-50.0,5.9076474033339845e-5
initial_active_etc,E68,heating,T3,14.351944235909388,-5.97028057085538,300.0,9.127564192117769e-6
initial_active_etc,E68,heating,T2,4.920040678909134,-8.034013912645094,100.0,1.1880289832648426e-5
initial_active_etc,E68,heating,T12_minus_T8,77.33607055295526,-68.30600769014461,0.0,0.0007891683825787055
initial_active_etc,E68,heating,T11_minus_T8,13.656325060639203,-1.4025554940920983,0.0,0.0001269756755566296
initial_active_etc,E68,heating,T12_minus_T9,76.575899998104,-55.557232508269294,0.0,0.02748534625418222
initial_active_etc,E68,heating,T11_minus_T10,91.01527172814517,-74.22232373693964,0.0,0.004510438220343719
initial_active_etc,E69,heating,T8,98.33080177136395,-55.7047830667542,600.0,0.0002031181181903256
initial_active_etc,E69,heating,T12_wall,169.63707569383172,-114.6688505824153,900.0,0.0003507518215736742
initial_active_etc,E69,heating,T11_wall,90.07056173562272,-40.93258762822268,600.0,0.00023848842383039358
initial_active_etc,E69,heating,T9_active,94.79831842239831,-57.19863883109713,650.0,0.0002103863027919293
initial_active_etc,E69,heating,T10_active,35.23705361400305,29.60119463249987,150.0,8.606750704543082e-5
initial_active_etc,E69,heating,T3,26.44736325379873,33.218311206736644,450.0,4.823663754406925e-5
initial_active_etc,E69,heating,T2,3.8628334742674832,-3.973251999117508,100.0,6.072431595245822e-5
initial_active_etc,E69,heating,T12_minus_T8,73.23879532865126,-58.9640675156611,0.0,0.001530235685540947
initial_active_etc,E69,heating,T11_minus_T8,17.107897390055793,14.772195438531526,0.0,0.00021252815503660516
initial_active_etc,E69,heating,T12_minus_T9,76.86269977783253,-57.470211751318175,0.0,0.0213468358659732
initial_active_etc,E69,heating,T11_minus_T10,83.19554526359917,-70.53378226072255,0.0,0.0036269965631615846
initial_active_etc,E70,heating,T8,137.6093411696427,-90.3580437861076,750.0,0.0002005979145874405
initial_active_etc,E70,heating,T12_wall,173.1146850236185,-118.88361913281335,950.0,0.00023104804076654493
initial_active_etc,E70,heating,T11_wall,69.7900348057939,-25.27219871941827,550.0,0.00011309118041243864
initial_active_etc,E70,heating,T9_active,97.99305486514017,-59.22892079823123,750.0,0.0001389948632248863
initial_active_etc,E70,heating,T10_active,36.72642455865663,42.91549156428016,50.0,3.732022192454369e-5
initial_active_etc,E70,heating,T3,37.49851960424186,54.72825460297804,400.0,1.3551335924349714e-5
initial_active_etc,E70,heating,T2,8.195967611564473,-11.641409458216629,250.0,8.726091182542297e-6
initial_active_etc,E70,heating,T12_minus_T8,37.54251368621815,-28.52557534670575,0.0,0.00023730287319754153
initial_active_etc,E70,heating,T11_minus_T8,71.62555526756108,65.08584506668933,0.0,0.00020367657003771052
initial_active_etc,E70,heating,T12_minus_T9,77.2456552590823,-59.65469833458212,0.0,0.022964526324442177
initial_active_etc,E70,heating,T11_minus_T10,80.96397294116876,-68.18769028369843,0.0,0.004179318358206609
initial_active_etc,E71,heating,T8,100.34873895882149,-42.15317896626402,850.0,0.0003190078075417969
initial_active_etc,E71,heating,T12_wall,118.6427172671449,-51.010625678922,1000.0,0.00020339327577678418
initial_active_etc,E71,heating,T11_wall,48.600762047466795,43.994448931427655,550.0,8.769377476939464e-5
initial_active_etc,E71,heating,T9_active,52.127611413501114,9.465867650356131,750.0,0.00016804404071793465
initial_active_etc,E71,heating,T10_active,85.36513437247488,107.74976204814163,150.0,4.1781755325909625e-5
initial_active_etc,E71,heating,T3,90.59499185465764,121.0531272586835,400.0,1.9556425035597125e-5
initial_active_etc,E71,heating,T2,6.952880845011028,-9.130569806633332,350.0,6.673453548341772e-6
initial_active_etc,E71,heating,T12_minus_T8,21.131002411152775,-8.857446712657975,0.0,0.0008914140587713666
initial_active_etc,E71,heating,T11_minus_T8,86.98400095874763,86.14762789769168,0.0,0.0005352627160317081
initial_active_etc,E71,heating,T12_minus_T9,76.86990021910961,-60.47649332927813,0.0,0.015530738993422794
initial_active_etc,E71,heating,T11_minus_T10,74.21491590323001,-63.75531311671398,0.0,0.004232179021860834
initial_active_etc,E72,heating,T8,107.79892605950594,-102.40650083965704,350.0,0.00027222976422004085
initial_active_etc,E72,heating,T12_wall,197.69772659863003,-178.52673962231302,700.0,0.0007355778949104504
initial_active_etc,E72,heating,T11_wall,163.47541336023832,-152.28929200150765,500.0,0.000565215007305834
initial_active_etc,E72,heating,T9_active,138.7807405382876,-135.37030912486478,450.0,0.0005192661155654132
initial_active_etc,E72,heating,T10_active,82.05585278671037,-87.0981037343131,0.0,0.00019843025545673526
initial_active_etc,E72,heating,T3,87.88719460063416,-98.63505491644378,100.0,0.00010399818201222596
initial_active_etc,E72,heating,T2,1.0849834713323008,-1.8114780503924521,-100.0,2.8198666730521795e-5
initial_active_etc,E72,heating,T12_minus_T8,90.12116359967449,-76.12023878265597,0.0,0.007697436784076057
initial_active_etc,E72,heating,T11_minus_T8,55.98107725652487,-49.882791161850605,0.0,0.0027896272992292623
initial_active_etc,E72,heating,T12_minus_T9,64.03547985753997,-43.15643049744824,0.0,0.04700694459983806
initial_active_etc,E72,heating,T11_minus_T10,82.31871272000019,-65.19118826719455,0.0,0.007691584318302661
initial_active_etc,E73,heating,T8,121.53333361458282,-101.1074182754096,550.0,0.00024181393365750508
initial_active_etc,E73,heating,T12_wall,212.3179372003764,-186.54411512793502,850.0,0.0004594458539051863
initial_active_etc,E73,heating,T11_wall,152.6229180634727,-140.80962049686934,600.0,0.0002911269464805801
initial_active_etc,E73,heating,T9_active,151.61659951645944,-139.73623780314392,600.0,0.00029356367085449364
initial_active_etc,E73,heating,T10_active,78.42117126658158,-79.10148673688582,100.0,0.00010067861610966474
initial_active_etc,E73,heating,T3,73.95432878414255,-78.22403437190997,250.0,5.113736260812865e-5
initial_active_etc,E73,heating,T2,2.7830993056186673,-4.944621903227244,-50.0,3.529239370255362e-5
initial_active_etc,E73,heating,T12_minus_T8,91.11893754093873,-85.43669685252542,0.0,0.0028182335878095123
initial_active_etc,E73,heating,T11_minus_T8,33.92104871103186,-39.70220222145974,0.0,0.00028522540140980124
initial_active_etc,E73,heating,T12_minus_T9,63.678429992692614,-46.80787732479109,0.0,0.024869156348241266
initial_active_etc,E73,heating,T11_minus_T10,74.55498611248714,-61.708133759983525,0.0,0.003985572667847305
initial_active_etc,E74,heating,T8,125.73346576775354,-87.65983274517089,850.0,0.00017185342165457597
initial_active_etc,E74,heating,T12_wall,195.91405445432213,-158.22440635288046,1100.0,0.0002464402244361003
initial_active_etc,E74,heating,T11_wall,108.12926278703634,-87.10094344831964,650.0,0.00013176733115460583
initial_active_etc,E74,heating,T9_active,132.64252223637214,-107.01205402112328,800.0,0.0001561635978396346
initial_active_etc,E74,heating,T10_active,42.77726765577569,-31.466879757379274,300.0,4.5871573172864926e-5
initial_active_etc,E74,heating,T3,29.2652471073788,-22.05803950018594,400.0,1.807473504856622e-5
initial_active_etc,E74,heating,T2,5.398542332753893,-8.250427206592633,200.0,1.0088101333735445e-5
initial_active_etc,E74,heating,T12_minus_T8,72.44761528429107,-70.56457360770958,0.0,0.000589790422341248
initial_active_etc,E74,heating,T11_minus_T8,23.048498057230763,0.5588892968512482,0.0,0.00014891190455963629
initial_active_etc,E74,heating,T12_minus_T9,65.0817120249888,-51.21235233175719,0.0,0.019156075413645605
initial_active_etc,E74,heating,T11_minus_T10,65.71264280753884,-55.634063690940366,0.0,0.0036304862857982566
initial_active_etc,E75,heating,T8,109.85081311007293,-62.01333182895155,950.0,0.00014809905282039726
initial_active_etc,E75,heating,T12_wall,162.62923033770466,-118.18661427124027,1100.0,0.00019589045196686877
initial_active_etc,E75,heating,T11_wall,70.99799685017814,-38.460128592642036,650.0,0.00010352826815902178
initial_active_etc,E75,heating,T9_active,99.6833689515601,-66.31001019655616,850.0,0.00011550971916307891
initial_active_etc,E75,heating,T10_active,21.597298128753533,13.097422982418948,250.0,3.521409239786441e-5
initial_active_etc,E75,heating,T3,16.552810835776057,26.223006450038042,400.0,1.2817529584086473e-5
initial_active_etc,E75,heating,T2,4.826281966492028,-6.888383152166114,200.0,7.463948109039704e-6
initial_active_etc,E75,heating,T12_minus_T8,57.06297209841375,-56.17328244228872,0.0,0.00022164501413584698
initial_active_etc,E75,heating,T11_minus_T8,39.35511265322,23.553203236309514,0.0,0.00013873564607326137
initial_active_etc,E75,heating,T12_minus_T9,64.29011947859905,-51.87660407468411,0.0,0.019220086287564376
initial_active_etc,E75,heating,T11_minus_T10,59.88712413269426,-51.557551575060984,0.0,0.0037270584009474667
initial_active_etc,E76,heating,T8,73.77453838283178,6.983874161518997,1150.0,0.00011483977613961764
initial_active_etc,E76,heating,T12_wall,105.47446610282277,-36.863293136832795,1200.0,0.00015196556744436333
initial_active_etc,E76,heating,T11_wall,43.860486312961875,34.73361490444722,800.0,8.501610860484127e-5
initial_active_etc,E76,heating,T9_active,53.58484119487695,13.692749152112583,1000.0,9.497155492945448e-5
initial_active_etc,E76,heating,T10_active,56.724087870041345,80.07173254533586,500.0,3.386499576808181e-5
initial_active_etc,E76,heating,T3,75.93251771272894,106.23641195736036,450.0,1.5885808241742598e-5
initial_active_etc,E76,heating,T2,2.8032011351560406,-2.8794975493857464,300.0,3.858159691166142e-6
initial_active_etc,E76,heating,T12_minus_T8,46.884588408838056,-43.84716729835179,0.0,7.237568784986586e-5
initial_active_etc,E76,heating,T11_minus_T8,39.006191581656196,27.749740742928225,0.0,0.00010329674381685958
initial_active_etc,E76,heating,T12_minus_T9,61.26367312523607,-50.55604228894538,0.0,0.01637721678898484
initial_active_etc,E76,heating,T11_minus_T10,51.59045497777754,-45.33811764088864,0.0,0.003701245361317705
initial_active_etc,E77,heating,T8,59.89216345113326,-59.02351704849718,200.0,0.0001847855437484182
initial_active_etc,E77,heating,T12_wall,136.95285610545832,-133.53005952237618,550.0,0.0006391973294777211
initial_active_etc,E77,heating,T11_wall,111.19713065559706,-112.5587989224818,450.0,0.0005327023418517689
initial_active_etc,E77,heating,T9_active,99.64353049984103,-102.84928869574799,300.0,0.00042343643023188404
initial_active_etc,E77,heating,T10_active,66.88589679958646,-73.79550399611139,100.0,0.0002217986456661903
initial_active_etc,E77,heating,T3,68.74477162603768,-80.45276611905712,150.0,0.0001684386559484326
initial_active_etc,E77,heating,T2,1.2494101352894749,0.23437239701610224,-41.0,0.0003760762050457349
initial_active_etc,E77,heating,T12_minus_T8,77.08447062094847,-74.506542473879,0.0,0.005538625378459411
initial_active_etc,E77,heating,T11_minus_T8,51.43785793021849,-53.535281873984616,0.0,0.005183165712475451
initial_active_etc,E77,heating,T12_minus_T9,39.29274850773057,-30.68077082662819,0.0,0.02700005910415375
initial_active_etc,E77,heating,T11_minus_T10,44.74819227177296,-38.763294926370406,0.0,0.005146452382483792
initial_active_etc,E78,heating,T8,72.95326293094517,-66.6773942650691,600.0,0.00010473378668454998
initial_active_etc,E78,heating,T12_wall,152.39455080092466,-148.76257875719205,850.0,0.00025903545156144705
initial_active_etc,E78,heating,T11_wall,112.003016284554,-114.29528688640869,500.0,0.0001761276986814591
initial_active_etc,E78,heating,T9_active,112.90681477051857,-114.92704237538703,550.0,0.00017856056067863858
initial_active_etc,E78,heating,T10_active,69.93749725180257,-76.88066444752093,100.0,7.557202471756746e-5
initial_active_etc,E78,heating,T3,67.36258112326061,-76.27121394707416,250.0,4.4943087274521485e-5
initial_active_etc,E78,heating,T2,1.885095181140394,-3.182951148677887,50.0,7.459884351789173e-6
initial_active_etc,E78,heating,T12_minus_T8,79.68782245891313,-82.08518449212295,0.0,0.002177814546910311
initial_active_etc,E78,heating,T11_minus_T8,40.24048983033568,-47.61789262133959,0.0,0.0003617721481251127
initial_active_etc,E78,heating,T12_minus_T9,40.90940952797522,-33.835536381805014,0.0,0.016260592717074848
initial_active_etc,E78,heating,T11_minus_T10,42.53784133567035,-37.41462243888776,0.0,0.003065205090272122
initial_active_etc,E79,heating,T8,82.44498037209372,-71.22693749077837,700.0,9.728716709885296e-5
initial_active_etc,E79,heating,T12_wall,158.64333066573545,-150.71157037231853,950.0,0.00023312918284147647
initial_active_etc,E79,heating,T11_wall,106.45607299687975,-106.62187284494519,600.0,0.000151067982287467
initial_active_etc,E79,heating,T9_active,117.88064354623448,-115.76205979515532,650.0,0.0001662656310694643
initial_active_etc,E79,heating,T10_active,66.25240911323586,-70.50153055268459,250.0,6.541322386056243e-5
initial_active_etc,E79,heating,T3,59.63983931584551,-66.59262484561788,300.0,3.615787728776784e-5
initial_active_etc,E79,heating,T2,1.6476438075172748,-2.95279999101939,0.0,1.4469777297824828e-5
initial_active_etc,E79,heating,T12_minus_T8,76.63703293787717,-79.48463288154016,0.0,0.002936360104617001
initial_active_etc,E79,heating,T11_minus_T8,26.512080381097807,-35.39493535416682,0.0,7.250104508283553e-5
initial_active_etc,E79,heating,T12_minus_T9,42.10429314100424,-34.94951057716321,0.0,0.013976540296870383
initial_active_etc,E79,heating,T11_minus_T10,40.52781993095861,-36.1203422922606,0.0,0.00280360999648992
initial_active_etc,E80,heating,T8,85.0691164938635,-68.69801065682452,900.0,8.375823235273343e-5
initial_active_etc,E80,heating,T12_wall,156.5494413285303,-145.74615010911134,1050.0,0.00018023050356023735
initial_active_etc,E80,heating,T11_wall,97.87490428043255,-95.69411386479567,600.0,0.0001109997461838855
initial_active_etc,E80,heating,T9_active,115.04800590726872,-109.73925424407969,750.0,0.00012028628692630642
initial_active_etc,E80,heating,T10_active,59.24281268337024,-61.03049361364356,300.0,4.769586020271635e-5
initial_active_etc,E80,heating,T3,49.45271252648073,-53.64841219762042,350.0,2.3771887418057597e-5
initial_active_etc,E80,heating,T2,2.2641148229274894,-3.829841365435925,50.0,6.360672377528686e-6
initial_active_etc,E80,heating,T12_minus_T8,72.42342385023176,-77.04813945228682,0.0,0.0025516228359268815
initial_active_etc,E80,heating,T11_minus_T8,18.28353078660156,-26.996103207971146,0.0,6.551870555254398e-5
initial_active_etc,E80,heating,T12_minus_T9,42.62047790967534,-36.00689586503165,0.0,0.013404147705522835
initial_active_etc,E80,heating,T11_minus_T10,38.844875651643434,-34.66362025115211,0.0,0.002646470146016156
