irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-44.95166825838437,-34.14928244526689
456000.0,T12_perim,-42.793607366829335,-16.81065855368442
456000.0,T11_perim,-34.92812260569193,-1.3657133576718719
456000.0,T9_core,-46.78936242090592,-16.731949144758126
456000.0,T10_core,-37.81646235897037,-3.5441256722753445
456000.0,T3,-7.51101932840981,0.5430107656374393
304000.0,T8,-36.0412595611125,-23.65036823444102
304000.0,T12_perim,-34.015687944448125,-13.173548257550575
304000.0,T11_perim,-26.331210588685295,-1.9289615808695002
304000.0,T9_core,-36.38620831198553,-13.384545690629912
304000.0,T10_core,-28.4575139080004,-3.67897996265457
304000.0,T3,-4.338863820721643,-0.13175631351821884
256000.0,T8,-26.171264135495477,-20.88606484778701
256000.0,T12_perim,-24.067500904625717,-13.987976018518863
256000.0,T11_perim,-16.671229865296894,-5.174190237226035
256000.0,T9_core,-25.331279348410074,-13.924381477027032
256000.0,T10_core,-18.003459809943916,-6.148389808009175
256000.0,T3,-1.543309498354702,-3.039355302230513
