simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,core_absorbed_W,perim_absorbed_W,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,164.89972878415463,54.96657626138488,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,854.2776642342199,931.6279999999999,822.1887738194334,991.103,761.1826189719501,878.055,825.1893657434471,966.6659999999999,767.842932540964,824.995,715.1083562715123,763.414,321.04778511018895,326.43699999999995,-32.08889041478642,59.47500000000002,-93.09504526226976,-53.57299999999998,-3.0005919240136336,24.437000000000012,-6.6603135690138515,53.059999999999945,3.9060714263192313,0.7629320445905019,133.29687447278368,-22.124224317698864,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,164.89972878415463,54.96657626138488,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,930.3645622700153,1012.649,892.0882887685278,1047.717,823.2807185777331,898.751,895.8803955695073,1020.928,829.8037141982527,850.0989999999999,772.1591546467173,773.207,331.73066574757877,338.52,-38.27627350148748,35.0680000000001,-107.08384369228224,-113.89800000000002,-3.792106800979468,26.7890000000001,-6.522995620519623,48.652000000000044,3.8354502399029,0.8380419726573354,123.71304914610307,-25.106579856863032,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,164.89972878415463,54.96657626138488,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,992.1248677497263,1058.429,947.2408244330978,1070.73,870.2220968491823,896.755,951.5482183523097,1044.378,876.472582162895,852.837,813.0947155542688,769.76,341.80841055916244,344.308,-44.884043316628436,12.30099999999993,-121.90277090054394,-161.6740000000001,-4.307393919211904,26.35200000000009,-6.250485313712716,43.918000000000006,3.790101364022711,0.8913885335396685,113.91357532977062,-27.146081409852773,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,164.89972878415463,54.96657626138488,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,1041.0001279652251,1152.474,990.8922275725866,1120.277,908.7759869990392,912.173,995.510319526082,1093.725,914.6951702733525,871.483,848.3416372633476,779.518,342.3826137987212,352.421,-50.1079003926385,-32.19699999999989,-132.22414096618593,-240.30099999999993,-4.618091953495309,26.552000000000135,-5.919183274313241,40.690000000000055,3.7600012349692324,0.9269339680394214,105.3993229599887,-28.69740042934168,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,164.89972878415463,54.96657626138488,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,1115.6312845429243,1203.298,1056.8811822285602,1120.348,965.7473812859744,882.823,1061.7358456801849,1095.306,970.9112799950254,847.476,898.3006236265443,753.56,348.998356227894,356.00399999999996,-58.750102314364085,-82.95000000000005,-149.8839032569499,-320.475,-4.854663451624674,25.041999999999916,-5.163898709051068,35.34699999999998,3.720157470366199,0.9678920509281258,90.56963281012096,-30.429303934088324,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,113.0628413354381,37.68761377847937,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,645.0236743279947,737.656,622.4366107259086,797.899,583.4065375654859,733.977,623.8536741980761,771.112,587.8699373312007,684.1869999999999,555.9885385341917,652.9549999999999,308.9833819999211,309.928,-22.58706360208612,60.24300000000005,-61.617136762508835,-3.6789999999999736,-1.417063472167456,26.787000000000035,-4.463399765714826,49.79000000000008,4.035989754276345,0.6503431545605004,97.49944726194238,-12.436885502748074,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,113.0628413354381,37.68761377847937,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,739.7723580546306,837.694,708.5106082646296,894.482,655.5908933113454,791.76,710.9962179677577,867.5509999999999,660.4479312581576,747.4,619.1054652072754,694.626,321.17675948922505,325.12,-31.261749790000977,56.78800000000001,-84.18146474328512,-45.93399999999997,-2.485609703128148,26.93100000000004,-4.85703794681217,44.360000000000014,3.8832371849811658,0.783142727343355,87.41738560872854,-15.493264443416885,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,113.0628413354381,37.68761377847937,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,850.8509454859604,948.538,803.9600837782156,962.509,731.894744448243,804.0,807.4034368451936,935.491,736.819841583054,767.8009999999999,684.0504335155515,697.672,327.09901564365913,333.964,-46.890861707744875,13.971000000000004,-118.95620103771739,-144.538,-3.443353066978034,27.01800000000003,-4.925097134810926,36.19900000000007,3.7739925762082187,0.9046852220403554,72.25555010179148,-18.336802508039167,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,113.0628413354381,37.68761377847937,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,921.2568784233213,1008.725,862.6995947417921,979.689,777.6491239107911,788.678,866.413555590302,954.178,782.2908986128302,757.393,722.0314423617472,681.066,331.4907521389561,336.517,-58.55728368152916,-29.036000000000058,-143.60775451253016,-220.04700000000003,-3.7139608485099416,25.510999999999967,-4.641774702039129,31.284999999999968,3.729077853898236,0.957129455841815,61.288514852081526,-19.57157890928722,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,113.0628413354381,37.68761377847937,0.25,40.0,1.0,0.19766305255985708,0.0,0.802336947440143,1015.745036585231,1067.693,941.7004461556819,970.472,840.7560979212826,751.1579999999999,945.2724841195339,947.353,844.5792487324861,726.308,775.3000847602382,647.019,337.9577286698498,338.123,-74.04459042954909,-97.221,-174.98893866394837,-316.5350000000001,-3.57203796385204,23.119000000000028,-3.8231508112035044,24.84999999999991,3.6828917278420836,0.9933703543270049,45.44452916280538,-20.16764184443524,0.9854832707210301,43.783162546511264,125.95232896607334,198.4792615318942,0.7
