irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-44.43896500051585,-34.14928244526689
456000.0,T12_perim,-36.721964652822756,-16.81065855368442
456000.0,T11_perim,-26.52961923987219,-1.3657133576718719
456000.0,T9_core,-36.92867066704663,-16.731949144758126
456000.0,T10_core,-26.625179271879496,-3.5441256722753445
456000.0,T3,-21.025175648041856,0.5430107656374393
304000.0,T8,-35.938350499921114,-23.65036823444102
304000.0,T12_perim,-28.35687109722726,-13.173548257550575
304000.0,T11_perim,-19.618441609916278,-1.9289615808695002
304000.0,T9_core,-28.513332820786655,-13.384545690629912
304000.0,T10_core,-19.694404487349697,-3.67897996265457
304000.0,T3,-13.883721508419882,-0.13175631351821884
256000.0,T8,-23.679611281755424,-20.88606484778701
256000.0,T12_perim,-17.67375742922377,-13.987976018518863
256000.0,T11_perim,-12.174676762675839,-5.174190237226035
256000.0,T9_core,-17.769445385673198,-13.924381477027032
256000.0,T10_core,-12.224011590770997,-6.148389808009175
256000.0,T3,-8.382459105341098,-3.039355302230513
