Clock Time,Time (s),MFC H2 SP (lpm),MFC CH4 SP (lpm),MFC CO2 SP (lpm),MFC He SP (lpm),MFC H2 (lpm),MFC CH4 (lpm),MFC CO2 (lpm),MFC He (lpm),P1 Limit (mbarg),P2 Limit (mbarg),DP1 Limit (mbar),DP2 Limit (mbar),P1 (mbarg),P2 (mbarg),DP1 (mbar),DP2 (mbar),T1 Limit (°C),T2 Limit (°C),T3 Limit (°C),T4 Limit (°C),T5 Limit (°C),T6 Limit (°C),T7 Limit (°C),T8 Limit (°C),T9 Limit (°C),T10 Limit (°C),T11 Limit (°C),T12 Limit (°C),T13 Limit (°C),T14 Limit (°C),T15 Limit (°C),T16 Limit (°C),T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T09 (°C),T10 (°C),T11 (°C),T12 (°C),T13 (°C),T14 (°C),T15 (°C),T16 (°C),Flow Module,Pressure Module,Temperature Module,Program Started,MFCs Manual,Alarm Triggered,Overpressure,Overtemperature,Emergency User Input,Flows Emergency Stop,Flow Module Comm Error,Pressure Module Comm Error,Temperature Module Comm Error
15:34:09,0.000,1.000,1.000,1.000,1.000,0.996,1.440,1.398,0.692,500.000,200.000,200.000,100.000,0.698,0.369,-0.006,-0.278,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.453,46.237,277.491,31.174,23.351,25.177,25.068,487.090,455.622,324.759,345.969,477.103,25.598,25.328,24.630,24.777,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:09,1.000,1.000,1.000,1.000,1.000,0.996,1.440,1.398,0.692,500.000,200.000,200.000,100.000,0.698,0.369,-0.006,-0.278,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.453,46.237,277.491,31.174,23.351,25.177,25.068,487.090,455.622,324.759,345.969,477.103,25.598,25.328,24.630,24.777,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:10,2.000,1.000,1.000,1.000,1.000,0.996,1.440,1.398,0.692,500.000,200.000,200.000,100.000,0.698,0.369,-0.006,-0.278,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.453,46.237,277.491,31.174,23.351,25.177,25.068,487.090,455.622,324.759,345.969,477.103,25.598,25.328,24.630,24.777,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:11,3.000,1.000,1.000,1.000,1.000,0.996,1.440,1.398,0.692,500.000,200.000,200.000,100.000,0.698,0.369,-0.006,-0.278,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.453,46.237,277.491,31.174,23.351,25.177,25.068,487.090,455.622,324.759,345.969,477.103,25.598,25.328,24.630,24.777,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:12,4.000,1.000,1.000,1.000,1.000,0.994,1.446,1.399,0.693,500.000,200.000,200.000,100.000,0.699,0.370,-0.023,-0.275,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.415,46.245,277.482,31.184,23.350,25.179,25.089,486.916,455.649,324.763,345.399,476.498,25.603,25.337,24.642,24.775,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:13,5.000,1.000,1.000,1.000,1.000,0.994,1.446,1.399,0.693,500.000,200.000,200.000,100.000,0.699,0.370,-0.023,-0.275,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.415,46.245,277.482,31.184,23.350,25.179,25.089,486.916,455.649,324.763,345.399,476.498,25.603,25.337,24.642,24.775,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:14,6.000,1.000,1.000,1.000,1.000,0.994,1.446,1.399,0.693,500.000,200.000,200.000,100.000,0.699,0.370,-0.023,-0.275,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,476.415,46.245,277.482,31.184,23.350,25.179,25.089,486.916,455.649,324.763,345.399,476.498,25.603,25.337,24.642,24.775,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:15,7.000,1.000,1.000,1.000,1.000,0.997,1.441,1.396,0.691,500.000,200.000,200.000,100.000,0.695,0.366,-0.033,-0.282,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,472.480,46.258,277.202,31.191,23.364,25.188,25.085,483.639,455.636,324.686,344.946,476.244,25.608,25.344,24.635,24.770,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:16,8.000,1.000,1.000,1.000,1.000,0.997,1.441,1.396,0.691,500.000,200.000,200.000,100.000,0.695,0.366,-0.033,-0.282,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,472.480,46.258,277.202,31.191,23.364,25.188,25.085,483.639,455.636,324.686,344.946,476.244,25.608,25.344,24.635,24.770,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:34:17,9.000,1.000,1.000,1.000,1.000,0.997,1.441,1.396,0.691,500.000,200.000,200.000,100.000,0.695,0.366,-0.033,-0.282,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,472.480,46.258,277.202,31.191,23.364,25.188,25.085,483.639,455.636,324.686,344.946,476.244,25.608,25.344,24.635,24.770,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
