Clock Time,Time (s),MFC H2 SP (lpm),MFC CH4 SP (lpm),MFC CO2 SP (lpm),MFC He SP (lpm),MFC H2 (lpm),MFC CH4 (lpm),MFC CO2 (lpm),MFC He (lpm),P1 Limit (mbarg),P2 Limit (mbarg),DP1 Limit (mbar),DP2 Limit (mbar),P1 (mbarg),P2 (mbarg),DP1 (mbar),DP2 (mbar),T1 Limit (°C),T2 Limit (°C),T3 Limit (°C),T4 Limit (°C),T5 Limit (°C),T6 Limit (°C),T7 Limit (°C),T8 Limit (°C),T9 Limit (°C),T10 Limit (°C),T11 Limit (°C),T12 Limit (°C),T13 Limit (°C),T14 Limit (°C),T15 Limit (°C),T16 Limit (°C),T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T09 (°C),T10 (°C),T11 (°C),T12 (°C),T13 (°C),T14 (°C),T15 (°C),T16 (°C),Flow Module,Pressure Module,Temperature Module,Program Started,MFCs Manual,Alarm Triggered,Overpressure,Overtemperature,Emergency User Input,Flows Emergency Stop,Flow Module Comm Error,Pressure Module Comm Error,Temperature Module Comm Error
11:57:25,0.000,3.700,3.700,1.700,1.700,3.659,5.292,2.368,1.173,500.000,200.000,200.000,100.000,0.679,0.406,-0.066,-0.313,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.169,20.314,20.538,20.362,18.377,25.197,24.964,21.689,20.457,20.520,20.343,20.435,20.365,20.143,20.358,20.231,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:25,1.000,3.700,3.700,1.700,1.700,3.661,5.290,2.359,1.171,500.000,200.000,200.000,100.000,0.677,0.398,-0.065,-0.300,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.154,20.296,20.513,20.353,18.364,25.201,24.960,21.694,20.440,20.514,20.339,20.428,20.353,20.135,20.359,20.222,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:26,2.000,3.700,3.700,1.700,1.700,3.661,5.290,2.359,1.171,500.000,200.000,200.000,100.000,0.677,0.398,-0.065,-0.300,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.154,20.296,20.513,20.353,18.364,25.201,24.960,21.694,20.440,20.514,20.339,20.428,20.353,20.135,20.359,20.222,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:27,3.000,3.700,3.700,1.700,1.700,3.661,5.290,2.359,1.171,500.000,200.000,200.000,100.000,0.677,0.398,-0.065,-0.300,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.154,20.296,20.513,20.353,18.364,25.201,24.960,21.694,20.440,20.514,20.339,20.428,20.353,20.135,20.359,20.222,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:28,4.000,3.700,3.700,1.700,1.700,3.661,5.290,2.359,1.171,500.000,200.000,200.000,100.000,0.677,0.398,-0.065,-0.300,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.154,20.296,20.513,20.353,18.364,25.201,24.960,21.694,20.440,20.514,20.339,20.428,20.353,20.135,20.359,20.222,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:29,5.000,3.700,3.700,1.700,1.700,3.662,5.290,2.371,1.172,500.000,200.000,200.000,100.000,0.673,0.403,-0.076,-0.286,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.167,20.316,20.524,20.373,18.361,25.235,24.989,21.703,20.440,20.502,20.341,20.426,20.351,20.133,20.363,20.235,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:30,6.000,3.700,3.700,1.700,1.700,3.662,5.290,2.371,1.172,500.000,200.000,200.000,100.000,0.673,0.403,-0.076,-0.286,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.167,20.316,20.524,20.373,18.361,25.235,24.989,21.703,20.440,20.502,20.341,20.426,20.351,20.133,20.363,20.235,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:31,7.000,3.700,3.700,1.700,1.700,3.662,5.290,2.371,1.172,500.000,200.000,200.000,100.000,0.673,0.403,-0.076,-0.286,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.167,20.316,20.524,20.373,18.361,25.235,24.989,21.703,20.440,20.502,20.341,20.426,20.351,20.133,20.363,20.235,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:32,8.000,3.700,3.700,1.700,1.700,3.665,5.294,2.364,1.173,500.000,200.000,200.000,100.000,0.678,0.402,-0.072,-0.313,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.168,20.322,20.523,20.371,18.364,25.265,25.014,21.701,20.433,20.499,20.336,20.421,20.342,20.136,20.353,20.223,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11:57:33,9.000,3.700,3.700,1.700,1.700,3.665,5.294,2.364,1.173,500.000,200.000,200.000,100.000,0.678,0.402,-0.072,-0.313,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.168,20.322,20.523,20.371,18.364,25.265,25.014,21.701,20.433,20.499,20.336,20.421,20.342,20.136,20.353,20.223,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
