variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
initial_2zone_macro_ecm,E76,2.74,1230.9438925654483,1273.1170465025689,296.4675,1273.110674660562,3.6100000000000008,136.59866116431323,5.117021491278908,0.9999934758153223,36.737537448414486,-3.4666332536313105
initial_2zone_macro_ecm,E76,8.220000000000002,1206.3714549996134,1242.0205155626927,1273.110674660562,1242.0205159151574,3.61,195.53390369062666,4.816655933690165,0.9999999886631439,-1.09254540765702,-2.930352778285117
initial_2zone_macro_ecm,E76,13.700000000000001,1180.987519942642,1212.1751333159305,1242.0205159151574,1212.1751338383458,3.6100000000000003,191.6693889486733,4.518958906611755,0.9999999824959372,-1.0530767018968994,-2.5636218192843163
initial_2zone_macro_ecm,E76,19.180000000000003,1155.242962672326,1183.3549142469867,1212.1751338383458,1183.3549150103213,3.61,187.97132505855987,4.229825608760279,0.9999999735139243,-1.0209599816713746,-2.310802419437108
initial_2zone_macro_ecm,E76,24.66,1129.4493919386923,1155.411294009661,1183.3549150103213,1155.4112951102577,3.61,184.41237918762315,3.9527813807306864,0.9999999606136755,-0.9937658179029888,-2.1340683502336346
initial_2zone_macro_ecm,E76,30.14,1103.8224008467241,1128.2476763269065,1155.4112951102577,1128.2476778935786,3.61,180.97351990288425,3.689776643047775,0.9999999423246198,-0.9697049373221042,-2.0077576444709884
initial_2zone_macro_ecm,E76,35.620000000000005,1078.511000746469,1101.8023219019642,1128.2476778935786,1101.8023241045266,3.6099999999999994,177.6415274748219,3.4417253058315334,0.9999999167126935,-0.9475720660752932,-1.9145465989816972
initial_2zone_macro_ecm,E76,41.1,1053.6179127615515,1076.0367207740767,1101.8023241045266,1076.0367238333558,3.6100000000000003,174.40707335196208,3.2088683815827546,0.9999998812649875,-0.9265615786348923,-1.8428260186295744
initial_2zone_macro_ecm,E76,46.580000000000005,1029.2136505597584,1050.9276641220797,1076.0367238333558,1050.927668321474,3.6099999999999994,171.26343890762706,2.9910183699251682,0.9999998327538242,-0.9061424965065441,-1.7848919148228086
initial_2zone_macro_ecm,E76,52.06,1005.3462857655568,1026.4618256743913,1050.927668321474,1026.4618313730195,3.6100000000000003,168.20565995297358,2.7877222453300288,0.999999767078196,-0.8859731584567919,-1.735697380506199
initial_2zone_macro_ecm,E76,57.54,982.0481557994779,1002.6320541885666,1026.4618313730195,1002.6320618360047,3.61,165.22995562724913,2.5983689662863014,0.9999996790805857,-0.8658425959114749,-1.691996447583095
initial_2zone_macro_ecm,E76,63.02,959.3403794744594,979.4348410874604,1002.6320618360047,979.4348512400161,3.61,162.33334765125898,2.422259352454841,0.9999995623374136,-0.8456298939251626,-1.651764744588686
