variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
initial_2zone_macro_ecm,E67,2.74,1129.3146219783175,959.7571267623355,296.33849999999995,823.1454761902903,3.61,115.81320618477382,3.9513665693258435,0.7940792660001915,126.9438812828352,13.937626106753726
initial_2zone_macro_ecm,E67,8.220000000000002,1061.3434183817683,947.8216390789155,823.1454761902903,933.2117249971309,3.6099999999999994,149.2820894228695,3.2799729390502215,0.8828171019761342,25.197936783052373,9.331490258694501
initial_2zone_macro_ecm,E67,13.700000000000001,1011.8379908894838,946.0057132372064,933.2117249971309,944.6681542005505,3.61,155.99097612855184,2.8420741994679064,0.8954540983189195,2.6021468487499693,5.411413223017204
initial_2zone_macro_ecm,E67,19.180000000000003,975.8816187927873,942.3964168126548,944.6681542005505,942.6319580888369,3.6100000000000003,156.47562961337155,2.5497281638988483,0.8963166792794307,-0.46223079149278923,2.7524836027668917
initial_2zone_macro_ecm,E67,24.66,949.2581852966158,936.7441275842168,942.6319580888369,937.3595730575316,3.6099999999999994,156.0007761948309,2.3466889015258685,0.8954716048921704,-1.1975253648193898,1.0286555439591973
initial_2zone_macro_ecm,E67,30.14,928.8315148373752,929.6879284662083,937.3595730575316,930.5003344324139,3.61,155.23898557862276,2.198433303980171,0.8941027629037488,-1.5593256606369013,-0.07039720029008398
initial_2zone_macro_ecm,E67,35.620000000000005,912.4166456579832,921.7055223109893,930.5003344324139,922.6515625636166,3.6100000000000003,154.32127153904707,2.0839249124907786,0.8924320111031512,-1.7861835478710708,-0.7635456608771037
initial_2zone_macro_ecm,E67,41.1,898.5447755191891,913.1006764737341,922.6515625636166,914.1460219490015,3.61,153.30297476552568,1.9903141815125214,0.890549896058882,-1.9379516765085816,-1.1964950584635987
initial_2zone_macro_ecm,E67,46.580000000000005,886.2472630049388,904.0583490659579,914.1460219490015,905.183053512527,3.6099999999999994,152.21578283432717,1.9097089710069606,0.8885070462128536,-2.0447844787628044,-1.4640712742157769
initial_2zone_macro_ecm,E67,52.06,874.8904187741953,894.6863445912192,905.183053512527,895.8794822617949,3.61,151.0783865906337,1.8372296629404177,0.8863322133136695,-2.125344663269578,-1.6272251021593636
initial_2zone_macro_ecm,E67,57.54,864.0591537112077,885.0426394521684,895.8794822617949,886.2992788296904,3.61,149.90129575125906,1.7698354652851547,0.8840400844048666,-2.19160998896811,-1.7248425279069652
initial_2zone_macro_ecm,E67,63.02,853.4784824337626,875.1528390038598,886.2992788296904,876.4721775802216,3.61,148.68973351844033,1.705611817164248,0.8816358768380572,-2.2513650546765125,-1.7816321100619892
initial_2zone_macro_ecm,E67,68.50000000000001,842.9617774725075,865.021226370731,876.4721775802216,866.4054382610298,3.61,147.4454541900831,1.6433350405813334,0.8791181741171437,-2.3097473245536553,-1.813286699433975
initial_2zone_macro_ecm,E67,73.98000000000002,832.3770210020394,854.6377303821787,866.4054382610298,856.0912699233407,3.6100000000000003,146.16788546649406,1.5822048609203003,0.8764806573951074,-2.3702257238447992,-1.8298303110474463
initial_2zone_macro_ecm,E67,79.46000000000002,821.6247749581638,843.9823405096444,856.0912699233407,845.5115393398497,3.61,144.85484456276453,1.5216789971831446,0.8737131270683853,-2.43521405592672,-1.8377918883317013
initial_2zone_macro_ecm,E67,84.94000000000001,810.6235316308506,833.0279761575068,845.5115393398497,834.640826696073,3.61,143.50298979700318,1.4613696634163107,0.87080206868762,-2.506445054051291,-1.8416453400911414
initial_2zone_macro_ecm,E67,90.42000000000002,799.2994444289312,821.7424963306828,834.640826696073,823.448546432391,3.61,142.1081151482155,1.4009769844367357,0.8677309346730603,-2.5851823869422055,-1.8448188663239795
initial_2zone_macro_ecm,E67,95.90000000000002,787.5782580660511,810.0903560668413,823.448546432391,811.9006544337802,3.61,140.66536327216016,1.3402432319081494,0.8644802688538126,-2.6723143708304486,-1.8504944556649514
initial_2zone_macro_ecm,E67,101.38000000000001,775.3776485167024,798.0343439894875,811.9006544337802,799.9613758391389,3.6099999999999994,139.1694165652403,1.2789168232172228,0.8610277869233378,-2.7683480600973804,-1.8623803678629391
initial_2zone_macro_ecm,E67,106.86000000000001,762.5981891455139,785.537857195305,799.9613758391389,787.5953931539517,3.6099999999999994,137.61472313846002,1.2167175611210799,0.8573485423734428,-2.8733009039900144,-1.8856407136928353
initial_2zone_macro_ecm,E67,112.34,749.1107600043725,772.5682905476677,787.5953931539517,774.7710329422724,3.61,135.9958247657445,1.153295434805751,0.8534153620749552,-2.9864649276543695,-1.928209010658866
initial_2zone_macro_ecm,E67,117.82000000000002,734.7373172719086,759.1023625425029,774.7710329422724,761.4652004426881,3.6099999999999994,134.30787952969072,1.088175044722662,0.8491998465792002,-3.105990884024761,-2.0028067212428464
initial_2zone_macro_ecm,E67,123.30000000000003,719.2203603477723,745.1346193316481,761.4652004426881,747.6711761334329,3.6100000000000003,132.5475188620755,1.0206771381865938,0.8446744310849985,-3.228201477614088,-2.130152088474592
initial_2zone_macro_ecm,E67,128.78,702.1739217061288,730.6910366853602,747.6711761334329,733.4109773776455,3.6100000000000003,130.7142573378696,0.9498096012251042,0.8398163512965767,-3.3464859002696397,-2.3441068512928256
initial_2zone_macro_ecm,E67,134.26000000000002,683.0052236574032,715.8507121680824,733.4109773776455,718.7549175640362,3.61,128.8128007809013,0.874127016164789,0.8346149467963525,-3.4495409897700893,-2.6998991555778273
