variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
fitted_2zone_macro_ecm,E78,2.74,607.4269963802358,636.9319396899905,298.15999999999997,580.9645699980717,3.61,92.16057916706015,0.9049282442450627,0.8347933723698178,47.594442004717884,-4.090817699265879
fitted_2zone_macro_ecm,E78,8.220000000000002,608.5481796697851,625.3549308488557,580.9645699980717,620.1223960060016,3.61,112.33604448729074,0.9099484243120551,0.8821245256274675,6.764506367058706,-2.3302317333302236
fitted_2zone_macro_ecm,E78,13.700000000000001,606.6398525382334,618.6750559976865,620.1223960060016,618.8396624461882,3.61,114.61152431953444,0.9014148045654305,0.8862696757112959,-0.222357588780427,-1.6686635459461927
fitted_2zone_macro_ecm,E78,19.180000000000003,603.1774608933226,612.7968977928131,618.8396624461882,613.4895391005073,3.6099999999999994,114.11200818711103,0.8860682776611296,0.8853767526247489,-0.9267178312552862,-1.333721007774203
fitted_2zone_macro_ecm,E78,24.66,598.8906527192121,607.1672763074646,613.4895391005073,607.9007546251947,3.6099999999999994,113.34371465133052,0.8673102495186362,0.8839848418611623,-0.9669276364092734,-1.1475418850844186
fitted_2zone_macro_ecm,E78,30.14,594.1678949665568,601.6655607405223,607.9007546251947,602.397883406742,3.61,112.56468598943451,0.8469532114439668,0.882550137210657,-0.9509459145171072,-1.039540511205721
fitted_2zone_macro_ecm,E78,35.620000000000005,589.2182583038793,596.2428366580875,602.397883406742,596.9746245265658,3.61,111.79425200398285,0.8259627514137964,0.8811076668689525,-0.9361090364250477,-0.973947624965416
fitted_2zone_macro_ecm,E78,41.1,584.1536235474404,590.8723674247309,596.9746245265658,591.6067532936574,3.61,111.03015017674738,0.8048465731687582,0.8796534041960117,-0.9254994001651984,-0.9315441172519535
fitted_2zone_macro_ecm,E78,46.580000000000005,579.032871032614,585.5376604499126,591.6067532936574,586.2769856869264,3.61,110.2695370325392,0.7838654645350006,0.8781819200911,-0.9179030349188653,-0.9018796409442555
fitted_2zone_macro_ecm,E78,52.06,573.8858897086637,580.2275232171747,586.2769856869264,580.9734879938633,3.6099999999999994,109.51040071856413,0.7631475504516813,0.8766890809855383,-0.9123694240730779,-0.8792583102607571
fitted_2zone_macro_ecm,E78,57.54,568.7266388457067,574.9335356711425,580.9734879938633,575.6874931246897,3.61,108.7512888465398,0.7427498740311583,0.8751716216846602,-0.9083629104207177,-0.8605772641025672
fitted_2zone_macro_ecm,E78,63.02,563.5602407556249,569.6486928088523,575.6874931246897,570.4118359525286,3.61,107.99104978191656,0.722691442583056,0.8736266967339773,-0.9056021761847866,-0.8441550678133183
fitted_2zone_macro_ecm,E78,68.50000000000001,558.3868044794962,564.3666716645171,570.4118359525286,565.1401407459165,3.61,107.22867940871001,0.7029708464970424,0.8720516028103151,-0.9039467763724871,-0.829099932947681
fitted_2zone_macro_ecm,E78,73.98000000000002,553.2034367660842,559.0814434855296,565.1401407459165,559.8663863886871,3.61,106.46323664321078,0.6835754904970949,0.8704436169323518,-0.9033315267985484,-0.8149771267772933
fitted_2zone_macro_ecm,E78,79.46000000000002,548.0052079175878,553.7870870995813,559.8663863886871,554.5846917502188,3.6100000000000003,105.69379911014106,0.6644861474485039,0.8687999039516243,-0.9037283594099715,-0.8016491827963014
fitted_2zone_macro_ecm,E78,84.94000000000001,542.7854437985025,548.4777364228714,554.5846917502188,549.2892441053208,3.61,104.91944365608761,0.6456786875299846,0.8671174686974754,-0.9051216410674148,-0.7892281362042316
fitted_2zone_macro_ecm,E78,90.42000000000002,537.5354611539362,543.1476455371111,549.2892441053208,543.9743468067261,3.61,104.13924552099918,0.6271237291595253,0.8653931447271365,-0.9074877399057194,-0.778121244471088
fitted_2zone_macro_ecm,E78,95.90000000000002,532.2436557347853,537.7913981133962,543.9743468067261,538.6346062364588,3.6100000000000003,103.35229694109483,0.6087841748050256,0.8636236260585065,-0.9107713303201393,-0.7691864537792789
fitted_2zone_macro_ecm,E78,101.38000000000001,526.8936148343167,532.4043401965212,538.6346062364588,533.2653282879636,3.6100000000000003,102.55775313959451,0.5906098437164361,0.8618055656173798,-0.9148499099139497,-0.7640540980143524
fitted_2zone_macro_ecm,E78,106.86000000000001,521.4605719076166,526.9833952299139,533.2653282879636,527.8632692147825,3.6100000000000003,101.75492368318378,0.5725274371372563,0.859935790983771,-0.9194739389665405,-0.765731462676722
fitted_2zone_macro_ecm,E78,112.34,515.9049262157727,521.5285558345216,527.8632692147825,522.4280107989567,3.61,100.94344364406919,0.5544225663307517,0.8580117346369873,-0.924161542817347,-0.7797081098233551
fitted_2zone_macro_ecm,E78,117.82000000000002,510.16050997179656,516.045585518327,522.4280107989567,516.9644488616784,3.61,100.1235877613049,0.5361081242444712,0.8560322600030892,-0.9280109594476951,-0.8159572094247743
fitted_2zone_macro_ecm,E78,123.30000000000003,504.1134513242905,510.5508877681007,516.9644488616784,511.4872727045443,3.61,99.29684196743585,0.517269333742019,0.853999217785381,-0.9293654891905537,-0.8925412486229567
fitted_2zone_macro_ecm,E78,128.78,497.56426980544467,505.08025602059377,511.4872727045443,506.0290048368908,3.61,98.46693809781748,0.4973698237381075,0.8519203455995911,-0.9252148524140473,-1.0420806138680194
fitted_2zone_macro_ecm,E78,134.26000000000002,490.16031994271077,499.7045659617482,506.0290048368908,500.65440417701825,3.6100000000000003,97.64172092543967,0.4754954074580624,0.8498146264005649,-0.9101258761167594,-1.3232959009928957
