variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
fitted_2zone_macro_ecm,E81,2.74,744.7761822119259,797.7618309435891,297.84499999999997,791.9269530183499,3.61,104.37235513243272,1.6680505699833248,0.9883283027014197,38.09770821997321,-7.346383531837215
fitted_2zone_macro_ecm,E81,8.220000000000002,748.1113566275936,780.9732375632536,791.9269530183499,781.0161186609271,3.61,136.81058271527993,1.6905601087835906,0.9960852463395417,-0.8854506486263574,-4.556252243952659
fitted_2zone_macro_ecm,E81,13.700000000000001,744.538082259209,766.524356883477,781.0161186609271,766.5840476627922,3.61,135.18642013336438,1.6664512876166901,0.9958810543375075,-1.1680206103004325,-3.048365164766817
fitted_2zone_macro_ecm,E81,19.180000000000003,737.3392800535063,753.3128536107318,766.5840476627922,753.3706691609228,3.61,133.40699554835493,1.618579315120682,0.995643530645084,-1.066196822048603,-2.214712861584109
fitted_2zone_macro_ecm,E81,24.66,728.2833953522618,740.8885163954216,753.3706691609228,740.9458335655953,3.6100000000000003,131.74771198264077,1.559671366393117,0.9954080701261595,-0.999780042249669,-1.7476817943147411
fitted_2zone_macro_ecm,E81,30.14,718.3290812265516,729.0062421776798,740.9458335655953,729.0639087156484,3.6100000000000008,130.16603702966063,1.4965878713676095,0.995170141414811,-0.9535637894493372,-1.4803729171153968
fitted_2zone_macro_ecm,E81,35.620000000000005,707.9964806237919,717.5310430827669,729.0639087156484,717.5895506183065,3.61,128.63790603276874,1.4329306455616235,0.99492688656905,-0.9185075990321115,-1.321953289401372
fitted_2zone_macro_ecm,E81,41.1,697.5667629163231,706.3873385788182,717.5895506183065,706.4469732346658,3.61,127.14997333189764,1.3705321030792654,0.9946765285608439,-0.8897434952761007,-1.2229600531352067
fitted_2zone_macro_ecm,E81,46.580000000000005,687.1905238323544,695.5315624065905,706.4469732346658,695.592493132503,3.61,125.69471396490496,1.3102777325106905,0.9944179173031442,-0.8646526936750363,-1.1564729296891565
fitted_2zone_macro_ecm,E81,52.06,676.9469611967628,684.9373644854335,695.592493132503,684.9996942012681,3.61,124.26775902931047,1.2525521114684837,0.9941502615407873,-0.8418275434381663,-1.107857854678862
fitted_2zone_macro_ecm,E81,57.54,666.8762221832237,674.5876277297119,684.9996942012681,674.6514227504487,3.61,122.86644820520516,1.197478080125214,0.9938729721990367,-0.8205118504726452,-1.0691752214064258
fitted_2zone_macro_ecm,E81,63.02,656.9970681317536,664.4701735501582,674.6514227504487,664.5354804473386,3.61,121.48904452516345,1.145043982653939,0.993585571289372,-0.8002989298147436,-1.0361352534435087
fitted_2zone_macro_ecm,E81,68.50000000000001,647.3164838576671,654.5754655065743,664.5354804473386,654.6423207215502,3.61,120.13430964369383,1.0951708445668884,0.9932876390875509,-0.780968558918884,-1.006447302617877
fitted_2zone_macro_ecm,E81,73.98000000000002,637.8348435675106,644.8954001832315,654.6423207215502,644.9638354204692,3.61,118.80127586305083,1.0477474070321926,0.9929787837123796,-0.7623985612263694,-0.9789359588672911
fitted_2zone_macro_ecm,E81,79.46000000000002,628.5485798905568,635.422700080899,644.9638354204692,635.4927451413137,3.61,117.48912670752594,1.0026478405717067,0.9926586241655897,-0.7445160585719465,-0.9530868182429502
fitted_2zone_macro_ecm,E81,84.94000000000001,619.451362642974,626.1506598360716,635.4927451413137,626.2223436909612,3.61,116.19713963983206,0.959739815413632,0.9923267822389255,-0.7272690601676829,-0.9288478626259568
fitted_2zone_macro_ecm,E81,90.42000000000002,610.5342304212777,617.0731359639746,626.2223436909612,617.1464862441119,3.61,114.92466849823798,0.9188866227873473,0.9919828817613361,-0.7106071236966126,-0.9066097923681937
fitted_2zone_macro_ecm,E81,95.90000000000002,601.7847213857185,608.1847653064101,617.1464862441119,608.2598057706132,3.61,113.67115855661545,0.8799446318973697,0.9916265564700391,-0.694463496100025,-0.887356829395711
fitted_2zone_macro_ecm,E81,101.38000000000001,593.1846719248281,599.4814848504608,608.2598057706132,599.5582295721873,3.61,112.43619961886996,0.8427555764134678,0.9912574713974828,-0.6787318856291401,-0.8730440012954762
fitted_2zone_macro_ecm,E81,106.86000000000001,584.7058534846117,590.9615383896762,599.5582295721873,591.0399800284808,3.6100000000000003,111.21963699127718,0.8071313180946726,0.9908753685413083,-0.6632291853903984,-0.8673416607517321
fitted_2zone_macro_ecm,E81,112.34,576.3018167375403,582.6273350196577,591.0399800284808,582.7074220693063,3.61,110.0217819220385,0.772826205949157,0.9904801581946451,-0.6476304564731146,-0.8770239574383676
fitted_2zone_macro_ecm,E81,117.82000000000002,567.892921430649,574.4888356753718,582.7074220693063,574.5704290029433,3.61,108.84380017976477,0.7394881865996297,0.9900720971149327,-0.6313525247221553,-0.9145139664183284
fitted_2zone_macro_ecm,E81,123.30000000000003,559.3390644620357,566.5696987560605,574.5704290029433,566.6524892576481,3.6100000000000003,107.68842341542026,0.7065734741792131,0.9896521318638585,-0.6133441073785296,-1.0025169828791383
fitted_2zone_macro_ecm,E81,128.78,550.3902554916415,558.9184135583181,566.6524892576481,559.001767134425,3.61,106.56124673332667,0.6731999622911582,0.9892225549183367,-0.5917068436497899,-1.182416776573288
fitted_2zone_macro_ecm,E81,134.26000000000002,540.5975957404345,551.6284500638087,559.001767134425,551.7111178648465,3.61,105.47309016575606,0.6379023527247117,0.9887882481865263,-0.5630107268061237,-1.5294119914192097
