variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
fitted_2zone_macro_ecm,E71,2.74,1064.5056426704991,1101.827715901144,300.7835,1071.7752803730673,3.61,125.73668279611202,4.870525011108723,0.9624834248453203,97.0904063141049,-5.174651452210803
fitted_2zone_macro_ecm,E71,8.220000000000002,1055.9731776643266,1082.6982561918103,1071.7752803730673,1082.533560089496,3.6099999999999994,172.9624219476412,4.754343271371226,0.9849220482543171,1.4586259905224814,-3.705393469383677
fitted_2zone_macro_ecm,E71,13.700000000000001,1045.139121022055,1066.9340016988097,1082.533560089496,1067.1705807991907,3.61,172.65310851528406,4.609503904340284,0.9848342437358761,-2.082096317111965,-3.021828670871534
fitted_2zone_macro_ecm,E71,19.180000000000003,1032.9807585863723,1051.7928032606883,1067.1705807991907,1052.0344110194342,3.61,170.7696232319366,4.450497589592455,0.9842885125538421,-2.046249160514245,-2.608262774991654
fitted_2zone_macro_ecm,E71,24.66,1020.0709528181686,1037.0333322714948,1052.0344110194342,1037.2773207481234,3.6100000000000003,168.92559602463172,4.285712335279609,0.9837352712609384,-1.9900404144028476,-2.3518093683775874
fitted_2zone_macro_ecm,E71,30.14,1006.748216802846,1022.5297988466016,1037.2773207481234,1022.777921028399,3.61,167.1220834016563,4.119974057569124,0.9831753305094718,-1.9504430828126365,-2.1880935160335633
fitted_2zone_macro_ecm,E71,35.620000000000005,993.2115046550903,1008.206017344863,1022.777921028399,1008.4594946046316,3.61,165.34637770179327,3.9560074308637128,0.9826050689550575,-1.9213113562949025,-2.0789674889125878
fitted_2zone_macro_ecm,E71,41.1,979.5762290006533,994.0145753221007,1008.4594946046316,994.2742679858978,3.61,163.5903416740211,3.795304168510258,0.9820218681241587,-1.8986768624183163,-2.0018558266600666
fitted_2zone_macro_ecm,E71,46.580000000000005,965.907692610863,979.9247402250134,994.2742679858978,980.1913009304689,3.61,161.84866760585632,3.6386371463592657,0.9814237297632785,-1.880234154145655,-1.9434433704694158
fitted_2zone_macro_ecm,E71,52.06,952.2411058963944,965.9153223264154,980.1913009304689,966.1892928851345,3.61,160.11767812087487,3.486363363800337,0.9808089822548997,-1.864662436180601,-1.895910322831506
fitted_2zone_macro_ecm,E71,57.54,938.5935653001014,951.9704805142703,966.1892928851345,952.252352906968,3.61,158.39461758091116,3.338601558566992,0.9801760945045437,-1.8512180592510168,-1.8546899394180212
fitted_2zone_macro_ecm,E71,63.02,924.9711917527721,938.0772745667886,952.252352906968,938.3675297564234,3.6100000000000003,156.6772363858943,3.1953357235354116,0.9795235565780155,-1.8394931589894956,-1.8171394190036303
fitted_2zone_macro_ecm,E71,68.50000000000001,911.3733429507614,924.224254571748,938.3675297564234,924.5233876579543,3.6100000000000003,154.96354859949338,3.0564749383285506,0.9788498008912051,-1.8292726917685722,-1.7817603022966335
fitted_2zone_macro_ecm,E71,73.98000000000002,897.7950360611111,910.4006719644897,924.5233876579543,910.7092088464767,3.61,153.25169248497517,2.921887387790623,0.9781531478305006,-1.8204490496412382,-1.7477531789391278
fitted_2zone_macro_ecm,E71,79.46000000000002,884.2282335399643,896.5960765548999,910.7092088464767,896.9145850232784,3.61,151.53985330006105,2.7914188566175104,0.9774317662586769,-1.8129693785060113,-1.7147835390184676
fitted_2zone_macro_ecm,E71,84.94000000000001,870.6623235568868,882.8001791197898,896.9145850232784,883.1292756334124,3.61,149.82622620607782,2.664901300688046,0.9766836439399016,-1.806799809445728,-1.682896111562445
fitted_2zone_macro_ecm,E71,90.42000000000002,857.0838787667459,869.0029424279218,883.1292756334124,869.3432942947619,3.6100000000000003,148.1090096097245,2.542153984909921,0.9759065667014072,-1.8018953938985323,-1.6525609309574496
fitted_2zone_macro_ecm,E71,95.90000000000002,843.4755269059197,855.1949405013254,869.3432942947619,855.5472612604184,3.61,146.38642939408064,2.422977230677511,0.9750981093463681,-1.7981656903849605,-1.624879738211622
fitted_2zone_macro_ecm,E71,101.38000000000001,829.8134262990836,841.3681226336703,855.5472612604184,841.733155375602,3.61,144.65680564224857,2.307136268754132,0.9742556475720523,-1.7954237329731024,-1.6020419283280642
fitted_2zone_macro_ecm,E71,106.86000000000001,816.0622776307134,827.5172707699381,841.733155375602,827.895748636798,3.6099999999999994,142.91868966376296,2.1943292066397824,0.9733764111514381,-1.7932994414717074,-1.5882182245514453
fitted_2zone_macro_ecm,E71,112.34,802.1657939611111,813.6427044406059,827.895748636798,814.0352672080668,3.61,141.17112665534916,2.0841275315620673,0.9724576194350336,-1.791084718111697,-1.5912570320677448
fitted_2zone_macro_ecm,E71,117.82000000000002,788.0286807136932,799.7552695149685,814.0352672080668,800.1622954242143,3.6100000000000003,139.41414904807635,1.9758680865725973,0.9714967804621872,-1.7874511157806021,-1.6258745701236461
fitted_2zone_macro_ecm,E71,123.30000000000003,773.4826758282612,785.8855337936069,800.1622954242143,786.306808003181,3.6099999999999994,137.64969735720234,1.8684593216183352,0.97049231327986,-1.7799317711470555,-1.7196383112297764
fitted_2zone_macro_ecm,E71,128.78,758.2226209916562,772.100753017833,786.306808003181,772.5348217931023,3.61,135.88333598093038,1.760038166726499,0.9694448053511656,-1.763967785784154,-1.9241829251935147
fitted_2zone_macro_ecm,E71,134.26000000000002,741.6861655548423,758.5362216884415,772.5348217931023,758.9791442382837,3.61,134.1274498299815,1.647374765832505,0.9683595111989315,-1.7311478993408513,-2.3362359026177786
