variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_perim_W
fitted_2zone_macro_ecm,E72,2.74,673.8214978676775,629.6998594569845,296.422,504.28962400059345,3.61,91.45160637856608,1.2352829940378471,0.6237066702818956,63.95047117790963,6.117401326149935
fitted_2zone_macro_ecm,E72,8.220000000000002,642.6950269542064,613.9200784741271,504.28962400059345,577.9055497780922,3.61,106.02592061924452,1.071881295802026,0.6714915680229228,23.053945426054685,3.989604972359146
fitted_2zone_macro_ecm,E72,13.700000000000001,623.105107612603,608.2477917669786,577.9055497780922,598.7012963416939,3.61,110.90998337863105,0.9768228448863957,0.6853727740757833,6.5581503561741465,2.0599453449812075
fitted_2zone_macro_ecm,E72,19.180000000000003,610.5635720682214,604.9394515282511,598.7012963416939,602.9977511489765,3.61,112.14720776633645,0.9190191113913931,0.6887380449497575,1.3574219059135453,0.7797761753403893
fitted_2zone_macro_ecm,E72,24.66,602.0725148386592,601.9449022269353,602.9977511489765,602.2723536163438,3.6099999999999994,112.23900708415735,0.881207692040965,0.6889853970941275,-0.22921356139014334,0.0176933039731478
fitted_2zone_macro_ecm,E72,30.14,595.8419588071081,598.8369298092787,602.2723536163438,599.9079031325192,3.61,111.9685885246158,0.8541322544516462,0.6882558358482453,-0.7468252200292758,-0.415248396034602
fitted_2zone_macro_ecm,E72,35.620000000000005,590.8475131356638,595.5733800399828,599.9079031325192,596.929314992804,3.6100000000000003,111.57089903849798,0.8328333544721351,0.687177822363886,-0.9402472735577663,-0.6552346084383547
fitted_2zone_macro_ecm,E72,41.1,586.5116391027794,592.179846247417,596.929314992804,593.671429964009,3.61,111.11965472673741,0.8146325876488811,0.6859472508286961,-1.0277252263495986,-0.7858887192886942
fitted_2zone_macro_ecm,E72,46.580000000000005,582.50901536758,588.679934324744,593.671429964009,590.2541002866383,3.61,110.63995767117885,0.7980678725781017,0.6846304042597362,-1.0772614349151959,-0.8555889847229654
fitted_2zone_macro_ecm,E72,52.06,578.6544553531648,585.0853098258502,590.2541002866383,586.7225189992334,3.61,110.14096406859593,0.7823296285680683,0.6832510070192265,-1.1124638138389322,-0.8916286678499371
fitted_2zone_macro_ecm,E72,57.54,574.839867817762,581.3977669310306,586.7225189992334,583.0920136795322,3.61,109.62587645610847,0.7669596511575035,0.6818167819270085,-1.142767727514646,-0.9092432234462154
fitted_2zone_macro_ecm,E72,63.02,570.9991266890096,577.6123372091254,583.0920136795322,579.3640344166217,3.6100000000000003,109.09530217646248,0.7516890197037975,0.6803283520557357,-1.1725488419945473,-0.9169120699756355
fitted_2zone_macro_ecm,E72,68.50000000000001,567.0885267003085,573.7194913529345,579.3640344166217,575.5326168544856,3.61,108.54852594557543,0.7363502804315882,0.6787825903543196,-1.2041363143477704,-0.9193736547597579
fitted_2zone_macro_ecm,E72,73.98000000000002,563.0758497688379,569.7064543911852,575.5326168544856,571.5872909978797,3.61,107.98405122131588,0.720829541792003,0.6771740200274103,-1.2389370569274443,-0.9193237370825471
fitted_2zone_macro_ecm,E72,79.46000000000002,558.9341268528358,565.5579422812971,571.5872909978797,567.5144934595057,3.61,107.39985087585032,0.7050399977737674,0.6754954357130539,-1.2779089519636186,-0.9183824251735225
fitted_2zone_macro_ecm,E72,84.94000000000001,554.6378735822628,561.2565804464058,567.5144934595057,563.2982985594394,3.6100000000000003,106.79348971545944,0.6889067511305511,0.6737381761683705,-1.3217760727753747,-0.9176741301223549
fitted_2zone_macro_ecm,E72,90.42000000000002,550.1604749960231,556.7831938528044,563.2982985594394,558.920850294247,3.61,106.16218936144958,0.6723571585813132,0.6718922353979022,-1.3711231384109592,-0.9182303870967142
fitted_2zone_macro_ecm,E72,95.90000000000002,545.4718105848267,552.1171245167533,558.920850294247,554.3627192835594,3.61,105.50287348894368,0.6553130386697349,0.6699463146744767,-1.42641934789342,-0.9213631615728527
fitted_2zone_macro_ecm,E72,101.38000000000001,540.5352944474329,547.2367461902256,554.3627192835594,549.6033681063669,3.6099999999999994,104.81222180060004,0.6376818325349416,0.6678878961309476,-1.4879847971778686,-0.9291465878237842
fitted_2zone_macro_ecm,E72,106.86000000000001,535.3032876219322,542.1204176765009,549.6033681063669,544.6219423049292,3.61,104.08676423837704,0.6193435316809371,0.6657034345110406,-1.5558893732629557,-0.9451852183768445
fitted_2zone_macro_ecm,E72,112.34,529.7092454160037,536.748271703525,544.6219423049292,539.3987159982196,3.61,103.32306209513658,0.6001288892287863,0.6633788192483018,-1.6297499461029754,-0.9759508100146022
fitted_2zone_macro_ecm,E72,117.82000000000002,523.6537892549175,531.1055288694922,539.3987159982196,533.9177455177414,3.6100000000000003,102.51805472296732,0.5797818635309127,0.6609003746571998,-1.7083570017521312,-1.0331729156566398
fitted_2zone_macro_ecm,E72,123.30000000000003,516.9797539139569,525.1885548551357,533.9177455177414,528.1716956609752,3.61,101.66971049241808,0.5578950148512715,0.658256885301095,-1.7890046542341562,-1.1381383732000854
fitted_2zone_macro_ecm,E72,128.78,509.42749706302465,519.0158209843421,528.1716956609752,522.1705367688759,3.6100000000000003,100.77822917863331,0.53380055749621,0.6554435380614174,-1.8662993345625603,-1.329407238367812
fitted_2zone_macro_ecm,E72,134.26000000000002,500.55534656722057,512.6475966578732,522.1705367688759,515.9571096733218,3.61,99.8482369130483,0.5063935763067074,0.6524694078854043,-1.930049543053612,-1.6765729788213792
