f_side,mean_T12_minus_T9_model,mean_T12_minus_T9_experiment,T12_minus_T9_positive_model_fraction,mean_abs_T12_minus_T9_error,mean_T11_minus_T10_model,mean_T11_minus_T10_experiment,T11_minus_T10_positive_model_fraction,mean_abs_T11_minus_T10_error,mean_abs_T2_error,mean_abs_T3_error,mean_abs_side_error,mean_abs_core_error
0.0,-8.771757579216311,24.480266666666694,0.0,33.25202424588301,-8.188143036145966,35.97293333333334,0.0,44.16107636947931,3.5330582444353618,56.52916925789195,78.32248011553365,72.21368954969492
0.02,-8.744947729684835,24.480266666666694,0.0,33.225214396351525,-8.165213390685873,35.97293333333334,0.0,44.1381467240192,3.58352708056334,56.32626817657673,78.63313421183963,72.38734203436533
0.05,-8.704251742838892,24.480266666666694,0.0,33.184518409505586,-8.130333914268313,35.97293333333334,0.0,44.10326724760164,3.6608553304276863,56.02271588172184,79.12261108650225,72.65744712830922
0.1,-8.635145849757313,24.480266666666694,0.0,33.11541251642401,-8.070915611991134,35.97293333333334,0.0,44.04384894532448,3.7940428497982754,55.519393818503964,80.00070913387715,73.13352949754012
