variant,simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Qrear_tube_W,Qrear_cavity_W,rear_contact_weight,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale,G_rear_axial_W_K
fitted_energy_accounting,E74,2.74,615.0963460264959,591.6363962722647,412.7952585509799,296.54699999999997,591.5537652252615,18.730258415038666,458.75639776681095,2.1651254576756522,0.9997199796127986,54.39490273150958,53.07267765697504,3.701645603150516,1.3608313112233625,0.36517251631970044,0.00026464561550691436,0.0,0.27103378772605674,0.0016997520250656762,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,8.220000000000002,619.4293786884999,595.5846713941785,412.75843629776665,591.5537652252615,595.576880743916,11.720988984973374,360.3307545452126,2.2112050812668693,0.9980672707485787,0.7627768051667935,0.0,3.642430081138868,1.3831497779408666,0.37330961528247986,0.0002703621588935314,0.0,0.2708188197705466,0.0016997520250656762,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,13.700000000000001,621.0723222568898,597.0766791454312,412.681510521018,595.576880743916,597.0690253076435,9.870736531385301,304.5184585012311,2.2288464597404167,0.9948967556040353,0.2830720048584991,0.0,3.584161834588749,1.3919050475853967,0.7718520447396189,0.0005588547072008444,0.0,0.5542579420624761,0.003484491651384637,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,19.180000000000003,620.1704449444004,595.0116855743927,412.5194300529672,597.0690253076435,595.0300780451705,8.824885810906101,272.1541380812096,2.2191508329796776,0.9910600711780658,-0.38678169137087,0.0,3.5268257098585156,1.4593734368960365,1.5579976845268084,0.0011357748635604755,0.0,1.1264896046719572,0.007106852078135713,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,24.66,616.9535492810663,589.8945837471947,412.188494076344,595.0300780451705,589.9621898684976,8.131900600834422,249.6397985386208,2.184796675428268,0.9868355181838072,-0.9606416358725509,0.0,3.4704067957205034,1.569597886336695,2.2904206498082162,0.0016908481573317548,0.0,1.688465807186156,0.010729212504886787,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,30.14,611.709265725868,582.2832806132097,411.62207199831005,589.9621898684976,582.4188462646845,7.632945655253642,232.41448162912238,2.129554710086833,0.9823457151311654,-1.42798666580017,0.0,3.4148904194833234,1.7069005826696515,2.942248920282565,0.002210037862759468,0.0,2.230599788146723,0.014351572931637859,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,35.620000000000005,604.7595494907132,572.7424218668796,410.7773970225063,582.4188462646845,572.9586921107083,7.25497388798487,218.4485805532952,2.0577936830277257,0.977649776928167,-1.7876835229068548,0.0,3.3602621431755613,1.8572038824630956,3.4971113600314823,0.0026834024986415335,0.0,2.7414620688577327,0.017973933358388938,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,41.1,596.4405677223606,561.809119723841,409.63751268658467,572.9586921107083,562.1125972847557,6.958559768640654,206.69024631866523,1.974036370055286,0.9727812376668309,-2.045307603161049,0.0,3.3065077597913843,2.0088516507111986,3.947825488880716,0.0031048749962038413,0.0,3.2094093335230456,0.02159629378514001,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,46.580000000000005,587.0859884416594,549.9705595784086,408.2095263505191,562.1125972847557,550.3619679281276,6.720047080342967,196.5366065733572,1.8826031096094402,0.9677641958306235,-2.210804923218828,0.0,3.253613289595472,2.152938870531282,4.294611370323294,0.003471810578223103,0.0,3.6240387370486564,0.02521865421189108,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E74,52.06,577.01358862192,537.651125686984,406.5204417753457,550.3619679281276,538.1262504995249,6.524125982367621,187.61547896761914,1.7873588202222457,0.9626205090483334,-2.296564725915423,0.0,3.201564976487543,2.2832816186688163,4.54318010752202,0.003784411733841376,0.0,3.9772720286942875,0.028841014638642158,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
