variant,simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qcore_rear_W,Qperim_rear_W,Qrear_tube_W,Qrear_cavity_W,rear_contact_weight,active_flow_fraction,flange_scale,flange_cool_gain,flange_cool_tau_s,k_core_axial_scale,G_rear_axial_W_K
fitted_energy_accounting,E73,2.74,550.6823970282098,506.700855984269,394.62253833926695,296.981,506.4057281779583,23.711922217228466,535.0287087781945,1.5536643750943966,0.9985927521982807,56.108425262176624,53.07267765697504,3.701645603150516,2.5512185147649555,0.228850709634202,0.00020415390680317462,0.0,0.2173261949883108,0.0016997520250656762,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,8.220000000000002,554.6842070832927,513.6861724182927,394.61820328164976,506.4057281779583,513.6351664398856,15.037204750000361,411.27187823439,1.5877825613500824,0.9929941117982028,1.9705877203768492,0.0,3.642430081138868,2.3781555312449223,0.24312275384015017,0.00020939465341700007,0.0,0.21730088696417685,0.0016997520250656762,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,13.700000000000001,557.5051678505732,519.0858368075164,394.60391892000735,513.6351664398856,519.0042222499568,12.627863858202637,348.7181892508255,1.6121309569735816,0.9850266935890486,1.4652150909708068,0.0,3.584161834588749,2.228573768800078,0.52106366761858,0.00043686249415416154,0.0,0.44529586475015787,0.003484491651384637,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,19.180000000000003,558.9899543009602,522.1083930728599,394.5602731414032,519.0042222499568,522.0365352630572,11.256019854286377,312.8054305032258,1.6250459090902045,0.9768512063599772,0.8281736667833196,0.0,3.5268257098585156,2.139373010249027,1.088921143262579,0.0008993700261081321,0.0,0.9071451195829012,0.007106852078135713,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,24.66,559.0906702789374,522.9442324320743,394.44604774275643,522.0365352630572,522.9159152282077,10.338050662780693,288.1271308470069,1.62592444497832,0.9688032475663766,0.2402610747136964,0.0,3.4704067957205034,2.0967310214434254,1.6561891391590295,0.001359553544678573,0.0,1.3653074368924059,0.010729212504886787,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,30.14,557.8384225881535,521.8208904322578,394.2188138426042,522.9159152282077,521.8636542198936,9.6699476455824,269.45768268910024,1.615023691540864,0.9609471970004894,-0.2874883512401208,0.0,3.4148904194833234,2.0892536439425786,2.199896948573137,0.0018072397522348293,0.0,1.8150570790021763,0.014351572931637859,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,35.620000000000005,555.3213095856435,518.9919762759032,393.8421002923946,521.8636542198936,519.1261614119977,9.158141972743026,254.45626880290635,1.5932599621584194,0.9532729161446281,-0.747635304043195,0.0,3.3602621431755613,2.107340160643265,2.7022071797846157,0.002233781346287422,0.0,2.2499246002167763,0.017973933358388938,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,41.1,551.6667595143595,514.7241725142993,393.289861724127,519.1261614119977,514.9629676209316,8.752302523318908,241.90118927027515,1.562010952142503,0.9457529057474116,-1.1362560636882035,0.0,3.3065077597913843,2.1429129062055208,3.1504002402020532,0.0026324005773409203,0.0,2.6623988767184565,0.02159629378514001,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,46.580000000000005,547.0272865618333,509.2855706516895,392.5485274858856,514.9629676209316,509.63552360117785,8.422341559153077,231.08855983858686,1.5229322925240332,0.9383603169931127,-1.4527068589948158,0.0,3.253613289595472,2.189267636455934,3.5365164989440214,0.0029982759251879084,0.0,3.044753134652188,0.02521865421189108,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,52.06,541.5690267653335,502.9358672153667,391.61709603360714,509.63552360117785,503.3976441156732,8.148857674731959,221.58349889326504,1.4777980197463438,0.9310745396906556,-1.6991288490124492,0.0,3.201564976487543,2.240977227907352,3.8567725854885104,0.0033284613292051328,0.0,3.3898303153908125,0.028841014638642158,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,57.54,535.4626236662947,495.9187181116911,390.5058122344936,503.3976441156732,496.4879957428932,7.918604228087879,213.1026928217617,1.428371282390982,0.9238824356733875,-1.8798324693585757,0.0,3.1503492844246375,2.2938064834115246,4.110858685670446,0.003621706190679531,0.0,3.6916774828831387,0.03246337506539323,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,63.02,528.8761731959065,488.456287123629,389.2339526173102,496.4879957428932,489.12470224805276,7.722124444616585,205.45343979340583,1.3763079875648945,0.9167779664191819,-2.0006620737910144,0.0,3.099952893901095,2.344619112123881,4.301204536630209,0.0038782270073157983,0.0,3.945970932232642,0.03608573549214431,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,68.50000000000001,521.9700249441136,480.74583271446915,387.82717379053236,489.12470224805276,481.50193161473624,7.5524237371441085,198.49966750995887,1.3230928299631985,0.9097612276648357,-2.0684065213595777,0.0,3.05036269848431,2.3912741567518956,4.432278979487634,0.004099468123624831,0.0,4.1502163946602,0.03970809591889539,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,73.98000000000002,514.8932861433634,472.95806702865144,386.3147777943644,481.50193161473624,473.78821210395705,7.404180223792021,192.14192324427597,1.270004652853472,0.9028372855232676,-2.0902917664114757,0.0,3.0015658014064615,2.432518390369533,4.509966197497228,0.004287879427404558,0.0,4.3037389438510845,0.04333045634564647,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,79.46000000000002,507.78189900018094,465.2369738454681,384.7271354698122,473.78821210395705,466.12617453759884,7.273252866712168,186.3050841501849,1.2181065303478917,0.8960149787373783,-2.073569894340672,0.0,2.9535495122102953,2.4678853488910666,4.54104388558327,0.004446732455330698,0.0,4.4074942476895425,0.046952816772397536,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,84.94000000000001,500.7581759424305,457.7007665896882,383.09339874993293,466.12617453759884,458.6334106678798,7.156362770070111,180.93056277516214,1.1682553313065684,0.8893057660878176,-2.0252050273824374,0.0,2.9063013434488343,2.4976128014428323,4.53277565051212,0.004579992939518077,0.0,4.463737666086957,0.05057517719914862,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,90.42000000000002,493.93169505181277,450.4436857479702,381.43953210927185,458.6334106678798,451.4041548487773,7.050879381369016,175.97124466037602,1.1211257071124836,0.8827226664876001,-1.9516485604470983,0.0,2.8598090074377973,2.522590429366472,4.492622024639441,0.004692267270338684,0.0,4.475581985449763,0.0541975376258997,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,95.90000000000002,487.40149183679694,443.53836617666315,379.7866031176114,451.4041548487773,444.5115268503488,6.954672314048258,171.38814544249067,1.077244257335546,0.8762793263012923,-1.8586922247037454,0.0,2.8140604130599436,2.544349644042585,4.428071391439079,0.0047888430225404835,0.0,4.44645965918587,0.05781989805265076,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
fitted_energy_accounting,E73,101.38000000000001,481.2595437151091,437.0385473506924,378.1491874845493,444.5115268503488,438.0101150928044,6.866005272649866,167.14818090877145,1.0370308832785409,0.869989240281379,-1.751384801909806,0.0,2.7690436626206916,2.5651084975294682,4.346594212255039,0.004875850453167568,0.0,4.379481601765586,0.06144225847940184,1.0,0.10143925323663915,5.130727767103787,117.22796428139164,0.04734319105878005,2.5474796010212613
