case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.2704443482523613,65.85548748856023,-10.624849754989908,3.016394295855466,0.1089437926296505,265.6024278325018,0.9126265009600065,0.8380651619902821,35.620000000000005,35.620000000000005,-0.27519198858226757,-66.90117591495664,539.4457803376933,606.34695625265,0.2885716958246775,102.31662723775001,4.906020067886575,87.65507883685046,-1.8994339648194225,9.755528333012977,114.56145640457684,0.1143649471968134,0.0,113.83827288440716,222.52693256582086,302.52693256582086,-255.67863492874255,48.170806713857246
E68,12.499871559633025,90.475804403676,456000.0,1.2704443482523613,57.91533361470823,-11.385671052512,2.358602091131192,0.08250566062939552,298.7219018494135,0.9331785435859682,0.8687053933707694,30.14,30.14,-0.26362899205380325,-69.04592912029602,560.6611750260785,629.7071041463745,0.32197664157448985,125.717686294567,6.355132077534071,108.20554027603835,-2.2478384585122413,11.157013940994588,119.84631804694881,0.1182417244068106,0.0,119.37143465486282,222.52693256582086,302.52693256582086,-247.11828179001168,55.3649835554009
E69,10.499733944954128,76.40842615027003,456000.0,1.2704443482523613,51.09799642385632,-11.471552526097605,1.8944889790315091,0.06497868852254732,328.12549119641255,0.9474186353843261,0.8912727781213334,24.66,24.66,-0.2587387771902383,-71.12321944976418,571.6227683038215,642.7459877535857,0.3408288051178171,143.53105450556785,7.86587577422077,123.00643723583366,-1.9832199630874034,12.658741495513437,124.21988672507307,0.12162796626883142,0.0,123.89724035551446,222.52693256582086,302.52693256582086,-234.48705549479246,59.8635989872746
E70,9.107139705882352,65.86899555432916,456000.0,1.2704443482523613,44.655143166035685,-11.585436426879735,1.5459629414203366,0.05225575976126491,351.399055117481,0.9572899346892401,0.9078009067897416,19.180000000000003,19.180000000000003,-0.2617468860335378,-72.8111602245774,577.21393103675,650.0250912613274,0.3372353811274475,148.75162929125383,9.369383415178525,127.41363959582576,-2.514928553661591,11.968606280249546,127.81352748589227,0.12447270611714267,0.0,127.49702422399457,222.52693256582086,302.52693256582086,-239.90892524908452,57.26184317332769
E71,7.126846153846151,51.309287635693515,456000.0,1.2704443482523613,35.48842381321135,-11.323090340275423,1.107968021937783,0.036711227133430745,389.6616520038897,0.9706014277231664,0.9318681554949232,2.74,19.180000000000003,-0.2677997357368462,-75.55527004910721,582.916975005934,658.4722450550412,0.33626940054367954,159.19005048032457,12.383907409013784,134.82497058423033,-2.6680222405652554,11.981172487080478,132.26858226369578,0.12848496148545685,0.0,131.9535907259845,222.52693256582086,302.52693256582086,-209.15396655371512,61.04267414539021
E72,18.707575757575754,136.25388763090646,304000.0,1.1831938200144705,45.64427066566636,-5.76692353694826,3.7307758759483596,0.1579735060630405,148.83850346043886,0.8764954575970743,0.789608166848778,41.1,35.620000000000005,-0.289076367544041,-40.58380746275947,436.81330146664965,477.3971089294091,0.25033685963770774,50.735996669291495,1.8445977510664762,43.84545310287805,-1.0353828847831485,5.045945815346972,67.96660216941136,0.06884121848075322,0.0,67.39631522004956,222.52693256582086,302.52693256582086,-233.61960712877766,26.643696532045396
E73,13.170870967741934,95.78456031942005,304000.0,1.1831938200144705,37.6518777537227,-6.4447238157802005,2.5095804817820926,0.101959116218074,182.52135929678423,0.9160352257760742,0.8436482037152218,30.14,30.14,-0.26189628548941546,-42.367634939076254,458.7535690912426,501.12120403031884,0.30594774583209594,73.75717587086004,2.617321002411911,64.48866521242391,-1.2779064278159151,6.6511896560242185,74.06362913879654,0.07311125526918069,0.0,73.72054783547144,222.52693256582086,302.52693256582086,-256.85728516885945,30.188271187189798
E74,9.023245901639344,65.6974650463822,304000.0,1.1831938200144705,27.40787705502534,-6.591988511011266,1.4864869195889687,0.058386740812000966,224.30682494370467,0.9489223002873127,0.8938961215261785,19.180000000000003,19.180000000000003,-0.258758734676491,-44.866618965697,469.93870800085557,514.8053269665526,0.31058038835371454,87.44494686492447,3.9394788850624263,76.70019248146417,-1.623404419280102,6.805275498397875,80.87649436616123,0.07819767195710182,0.0,80.5969226627158,222.52693256582086,302.52693256582086,-251.2773143315589,31.499116834922575
E75,6.944410852713178,50.53949993727276,304000.0,1.1831938200144705,21.46180339787724,-6.441968316655476,1.0318901487266707,0.03977449974556535,253.02354042221737,0.9650932948393112,0.9218853547398078,8.220000000000002,13.700000000000001,-0.26327621798992995,-46.49407831582823,473.30859408841695,519.8026724042452,0.30601677521653675,93.90756803382439,5.199754861688416,81.92195074020538,-1.742961949879679,6.785862431930597,84.1652453318298,0.08102089116029229,0.0,83.89699596691291,222.52693256582086,302.52693256582086,-231.82911068703743,33.559901427450654
E76,4.526673611111114,32.965341158298585,304000.0,1.1831938200144705,14.282749050190638,-5.963443553751308,0.5856666224661037,0.022068728327233673,296.68084965907167,0.9828014082573644,0.9586764014568273,2.74,8.220000000000002,-0.270354034730098,-48.47837046470153,475.78189607734663,524.2602665420482,0.30201352225765726,103.51965311561199,7.78589814528388,89.15826947732708,-1.8733872437855386,6.575485493001029,86.95086541376345,0.08418702916280758,0.0,86.72048363998769,222.52693256582086,302.52693256582086,-195.00408964527224,37.87171360969097
