irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-23.974603825680504,-34.14928244526689
456000.0,T12_perim,-14.695215789154945,-16.81065855368442
456000.0,T11_perim,-6.418251666472503,-1.3657133576718719
456000.0,T9_core,-14.378097579050351,-16.731949144758126
456000.0,T10_core,-5.362179903751652,-3.5441256722753445
456000.0,T3,-4.509469689857456,0.5430107656374393
304000.0,T8,-16.89827747870068,-23.65036823444102
304000.0,T12_perim,-8.839837544359378,-13.173548257550575
304000.0,T11_perim,-3.3501070360871337,-1.9289615808695002
304000.0,T9_core,-8.432041865224978,-13.384545690629912
304000.0,T10_core,-2.796291632231365,-3.67897996265457
304000.0,T3,-2.3160312035652018,-0.13175631351821884
256000.0,T8,-10.834846641685719,-20.88606484778701
256000.0,T12_perim,-4.63252918162307,-13.987976018518863
256000.0,T11_perim,-1.4216646510867148,-5.174190237226035
256000.0,T9_core,-4.245428925533015,-13.924381477027032
256000.0,T10_core,-1.1040562243942686,-6.148389808009175
256000.0,T3,-0.9287686925719194,-3.039355302230513
