phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_training,E67,T8,142.88925629836172,-117.91273586746104,200.0
heating_training,E67,T12,203.04969797048017,-196.07822410573965,100.0
heating_training,E67,T11,105.66436884269825,-127.30105064930876,-450.0
heating_training,E67,T9,162.14604894290673,-166.66832205531614,-250.0
heating_training,E67,T10,63.704131406289534,-62.25532925634786,-1100.0
heating_training,E67,T3,61.28351480977401,-27.364167894991624,-1150.0
heating_training,E67,T2,14.224259771553948,14.195710865447154,-450.0
heating_validation,E68,T8,117.53052073270527,-104.95221950437883,150.0
heating_validation,E68,T12,161.00872783882485,-161.75111070614207,50.0
heating_validation,E68,T11,54.35229860491627,-69.18893485473745,-850.0
heating_validation,E68,T9,123.21074931277428,-128.6475951312832,-350.0
heating_validation,E68,T10,75.71487636251756,-7.471166661397433,-1500.0
heating_validation,E68,T3,99.96200475792769,37.231879595843,-1500.0
heating_validation,E68,T2,19.409027849451608,16.899156379049373,-800.0
heating_training,E69,T8,77.00180455944205,-62.634972037531725,150.0
heating_training,E69,T12,109.94746669643442,-105.24763241953212,0.0
heating_training,E69,T11,29.950537232076318,-3.0882857730863407,-850.0
heating_training,E69,T9,68.56503662386835,-71.35340865549767,-350.0
heating_training,E69,T10,96.90389077229851,55.37748873014357,-1400.0
heating_training,E69,T3,128.0813464917889,99.52565777381494,-1500.0
heating_training,E69,T2,19.90801284309704,21.73422178553335,-1200.0
heating_validation,E70,T8,92.78611568489893,-77.7676456944289,150.0
heating_validation,E70,T12,84.31845040944896,-85.7130675682497,-150.0
heating_validation,E70,T11,75.0643084450202,40.19104735854194,-1200.0
heating_validation,E70,T9,55.42647751535218,-50.71421600632925,-450.0
heating_validation,E70,T10,149.86085969772557,96.06884113137266,-1750.0
heating_validation,E70,T3,186.2326585945729,145.6915984563426,-1750.0
heating_validation,E70,T2,27.894407433080595,24.829221940970683,-1150.0
heating_training,E71,T8,21.89655809855888,4.697680413516764,150.0
heating_training,E71,T12,28.6442958545065,22.64364003161222,-350.0
heating_training,E71,T11,175.02066647627706,154.33273717190366,-1350.0
heating_training,E71,T9,86.80548362238915,57.55307161627093,-600.0
heating_training,E71,T10,245.21822275348242,206.5098838312855,-1900.0
heating_training,E71,T3,274.37353470368106,249.70483580133043,-1850.0
heating_training,E71,T2,38.92689454528514,38.78952547887303,-1150.0
heating_training,E72,T8,174.95687879524237,-186.22179438016963,0.0
heating_training,E72,T12,249.60076984880516,-260.962821172379,150.0
heating_training,E72,T11,188.9576045267854,-215.9022770543737,-300.0
heating_training,E72,T9,211.03417724257096,-232.34933654057465,-250.0
heating_training,E72,T10,125.26762758051989,-160.65599744279393,-900.0
heating_training,E72,T3,102.21794340906195,-139.95173580956464,-850.0
heating_training,E72,T2,4.089870033123522,3.428049084050599,-250.0
heating_validation,E73,T8,203.1701752476875,-205.04388630086237,50.0
heating_validation,E73,T12,265.52906419066426,-276.61583176127556,50.0
heating_validation,E73,T11,172.82617947541897,-202.73989409269507,-650.0
