simulation_id,phase,flow_lpm,T12_minus_T9_model,T12_minus_T9_observed,T11_minus_T10_model,T11_minus_T10_observed,T12_minus_T8_model,T12_minus_T8_observed,dp1_model_mbar,dp1_observed_mbar,adaptor_T_K,housing_extension_T_K
E67,heating,15.2805125,-5.302797342911276,24.437000000000012,-14.957059497200703,53.059999999999945,-35.73712345318984,59.47500000000002,2.308293746835995,2.712,471.5283754376193,301.8047956518365
E68,heating,12.499871559633025,-6.674569410212598,26.7890000000001,-15.21207164869179,48.652000000000044,-39.64856187142618,35.0680000000001,2.0897626180901576,2.004,545.137308501059,306.64218508646627
E69,heating,10.499733944954128,-7.9051230680369144,26.35200000000009,-16.50793479367337,43.918000000000006,-49.45930990502006,12.30099999999993,1.874572572558674,1.542,570.2827996688084,308.61533041211936
E70,heating,9.107198347107436,-8.569832735083082,26.552000000000135,-16.25711819797948,40.690000000000055,-59.03165935122183,-32.19699999999989,1.7227033839953347,1.314,635.9518944867417,311.6947773708666
E71,heating,7.1270991735537175,-9.861308872850486,25.041999999999916,-17.34722545642228,35.34699999999998,-84.96019337516236,-82.95000000000005,1.4188880755366982,0.825,681.8352372559481,316.2105074075931
E72,heating,18.707575757575754,-1.9800996385091594,26.787000000000035,-7.57021974590441,49.79000000000008,-23.67566134650508,60.24300000000005,1.431802860990053,2.485,372.61253664297374,297.58847699815544
E73,heating,13.170870967741934,-3.4314534436549593,26.93100000000004,-8.182743759027858,44.360000000000014,-25.503176329562393,56.78800000000001,1.0987854403695938,1.827,423.3948342545563,300.6844689533436
E74,heating,9.023314049586775,-4.714006022327226,27.01800000000003,-9.031732985797476,36.19900000000007,-37.96228846911788,13.971000000000004,0.7852474269617422,1.071,485.9105946136612,302.9833047381754
E75,heating,6.944495867768595,-5.553239042311816,25.510999999999967,-9.954831837813003,31.284999999999968,-55.77140468191726,-29.036000000000058,0.5925171202725772,0.651,517.2965216934762,304.84506905308183
E76,heating,4.526611570247936,-6.720310562849477,23.119000000000028,-11.134112725921,24.84999999999991,-95.84373561366988,-97.221,0.3080349901422911,0.174,569.4430917982532,307.5332982445941
E77,heating,13.84748387096774,-2.1431805738365597,20.920999999999935,-5.430985255674159,30.572000000000003,-18.053392811756225,57.805999999999926,0.6717730772712418,0.978,352.8787704292769,297.65306163691434
E78,heating,10.009137614678897,-2.6459112450655766,22.18399999999997,-5.215216690573925,28.388000000000034,-22.52860395287712,54.129999999999995,0.4393189436267726,0.637,402.9185064861391,300.17143507082244
E79,heating,8.033490566037736,-3.074641289514716,22.04499999999996,-5.714403003867346,26.559000000000083,-30.596540554824855,39.89499999999998,0.2955471425934365,0.403,413.63774439439516,300.64205279349375
E80,heating,6.605050847457628,-3.3782969563183087,22.118000000000052,-5.934705532936391,24.714999999999918,-39.86822102791916,25.01699999999994,0.18893357048252535,0.238,433.35620779741447,300.7169686829828
E81,heating,4.527140495867768,-4.029277605433094,21.39800000000014,-6.731229563504712,21.208999999999946,-65.79664138058718,-10.158999999999878,0.010468543804884045,-0.023,456.1388448932303,303.19145322610353
C69,cooling,10.49813725490196,4.119012587176826,-5.721000000000004,13.191024248085853,-8.956000000000017,32.36721964826836,15.314000000000021,0.08937546044357303,-0.058,743.8120056708234,308.5310076504997
C80,cooling,6.607946666666666,1.479889012882552,-1.0229999999999677,4.36881718192069,-1.9739999999999895,21.771463981233524,7.41900000000004,-0.2115102156859041,-0.265,525.4538797570292,301.16263433994294
C81,cooling,4.529773109243697,0.8220146676142122,-0.8909999999999627,2.726870387828683,-0.9679999999999609,20.62703368883126,2.716000000000008,-0.3267379683052045,-0.405,493.0403866295185,297.26226520411564
