simulation_id,flow_lpm,irradiance,power_scale,delivered_power_W,core_solar_W,perim_solar_W,suction_gas_heat_W,core_gas_heat_W,rear_tube_gas_heat_W,gas_heat_W,front_rad_loss_W,cavity_amb_loss_W,flange_loss_W,dE_stored_dt_W,instantaneous_residual_W,steady_flux_gap_W,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T9_minus_T10_model,T9_minus_T10_experiment,macro_htc
E67,15.2805125,456000.0,1.34,221.83807200000004,167.32570083777287,54.512371162227154,2.266874178379104,126.92735503818488,-24.266500117034585,104.92772909952942,12.440900333171905,6.585080382346219,70.374625377433,27.509736807519545,-5.684341886080802e-14,27.509736807519488,905.3104668699489,931.6279999999999,846.8493019598423,991.103,764.9798806053013,878.055,854.513584550017,966.6659999999999,766.5367651309382,824.995,696.3951081261969,763.414,320.98912677302985,326.43699999999995,-58.46116491010662,59.47500000000002,87.97681941907877,141.67099999999994,23.161749930957143
E68,12.499871559633025,456000.0,1.34,221.83807200000004,167.32570083777287,54.512371162227154,2.5808103369215627,114.10912421566819,-25.245339916858956,91.4445946357308,18.042398785828997,9.85173116223232,74.7174303457522,27.78191707045572,2.842170943040401e-14,27.781917070455734,994.7379628174624,1012.649,920.0945661468443,1047.717,819.2933010992922,898.751,928.4854105927056,1020.928,819.3907344980149,850.0989999999999,740.4253390369826,773.207,334.1805635375583,338.52,-74.64339667061813,35.0680000000001,109.09467609469073,170.82900000000006,18.141609704780468
E69,10.499733944954128,456000.0,1.34,221.83807200000004,167.32570083777287,54.512371162227154,2.861439445781207,103.66472802570689,-25.686917950081188,80.83924952140691,24.106099835130625,17.969458309445173,77.9425867631123,20.98067757090503,2.842170943040401e-14,20.980677570905044,1069.9917758996953,1058.429,979.4095018016255,1070.73,862.4228651940596,896.755,988.0547944621644,1044.378,860.9793360724559,852.837,775.7503267290394,769.76,357.70905047871383,344.308,-90.58227409806977,12.30099999999993,127.0754583897085,191.54099999999994,14.756424879325419
E70,9.107139705882352,456000.0,1.34,221.83807200000004,167.32570083777287,54.512371162227154,3.0651217532699055,92.87194497407349,-25.393763581204826,70.54330314613857,29.758810525637355,14.450592880871007,78.9380007832574,28.14736466409572,-2.842170943040401e-14,28.147364664095704,1127.5009117854465,1152.474,1020.6934831103379,1120.277,889.1045892559221,912.173,1029.4872277107352,1093.725,886.3537289453167,871.483,796.4944333503026,779.518,348.9653786253783,352.421,-106.80742867510867,-32.19699999999989,143.1334987654185,222.24199999999996,12.228728232612122
E71,7.126846153846151,456000.0,1.34,221.83807200000004,167.32570083777287,54.512371162227154,3.390634846805763,76.39089107073762,-24.47585049048942,55.30567542705397,40.52569860634199,16.36327229427255,80.31588857040637,29.327537101925138,2.842170943040401e-14,29.327537101925174,1216.731084385641,1203.298,1082.316321155557,1120.348,928.245578421596,882.823,1090.7958636274504,1095.306,923.158619829442,847.476,827.1984153204106,753.56,356.0181143648953,356.00399999999996,-134.41476323008396,-82.95000000000005,167.6372437980084,247.83000000000004,8.958715574148316
E72,18.707575757575754,304000.0,1.58,174.38017600000003,131.529655384916,42.85052061508404,1.5938255640560683,106.10418615916966,-17.06724733473744,90.63076438848829,4.983691900204629,3.5575825253076783,53.90897181795333,21.299165368046125,0.0,21.29916536804612,721.1563333070491,737.656,681.1516244319745,797.899,624.5616999860683,733.977,686.6962152794371,771.112,626.5317114652095,684.1869999999999,576.3953169947658,652.9549999999999,310.1112989495927,309.928,-40.004708875074584,60.24300000000005,60.1645038142276,86.92500000000007,27.038948803768385
E73,13.170870967741934,304000.0,1.58,174.38017600000003,131.529655384916,42.85052061508404,2.024520170361532,91.74901736030917,-18.549593707261078,75.22394382340961,9.198487381900216,8.878678377640833,61.21763171503682,19.861434702012552,-2.842170943040401e-14,19.86143470201253,841.0877628758442,837.694,781.5566392205416,894.482,698.8475220951585,791.76,788.3836548283278,867.5509999999999,699.1548147039072,747.4,634.8308917834122,694.626,329.4457340484285,325.12,-59.53112365530262,56.78800000000001,89.22884012442069,120.15099999999995,18.31777354582054
E74,9.023245901639344,304000.0,1.58,174.38017600000003,131.529655384916,42.85052061508404,2.5409646550048555,72.31834219922254,-18.827777107413436,56.03152974681396,17.115237719163268,10.684640974180187,66.29280971945926,24.255957840383374,-2.842170943040401e-14,24.25595784038336,981.3444235375274,948.538,887.0502015415134,962.509,769.765190920334,804.0,894.5764336873758,935.491,767.2231552888593,767.8009999999999,689.6240513920376,697.672,335.08257326969067,333.964,-94.29422199601402,13.971000000000004,127.35327839851652,167.69000000000005,11.363661462421609
E75,6.944410852713178,304000.0,1.58,174.38017600000003,131.529655384916,42.85052061508404,2.8692575107833123,59.01535014644745,-18.213413063251682,43.67119459397908,24.296678457119544,12.372786899668302,68.1667002420064,25.872815807226697,2.842170943040401e-14,25.872815807226715,1069.263685359682,1008.725,947.1145658643193,979.689,806.9313734525055,788.678,954.4121727206851,954.178,802.1697479394023,757.393,717.8555355436284,681.066,340.66319771070204,336.517,-122.14911949536281,-29.036000000000058,152.2424247812828,196.78499999999997,8.12031585522187
E76,4.526673611111114,304000.0,1.58,174.38017600000003,131.529655384916,42.85052061508404,3.3005029647355255,39.85315966267498,-16.093385853910597,27.060276773499915,36.82800395663851,15.299466765130585,68.7665780111167,26.425850493614345,-2.842170943040401e-14,26.42585049361432,1181.6035345686205,1067.693,1015.3817000675249,970.472,843.9513498449516,751.1579999999999,1021.4074597349179,947.353,835.8431008073537,726.308,744.5027031356084,647.019,349.56915697037124,338.123,-166.2218345010956,-97.221,185.56435892756417,221.04499999999996,4.685505949864207
